solv_i_id,molefrac_i,ln_gamma_i
solvent_127 / solvent_550,1.00 / 0.00,0.000000000 / 0.831868890
solvent_233 / solvent_602,1.00 / 0.00,0.000000000 / 0.439432310
solvent_105 / solvent_431,1.00 / 0.00,0.000000000 / 0.171465620
solvent_578 / solvent_827,1.00 / 0.00,0.000000000 / 0.733862920
solvent_440 / solvent_527,1.00 / 0.00,0.000000000 / 1.412398380
solvent_15 / solvent_431,1.00 / 0.00,0.000000000 / 0.082775220
solvent_236 / solvent_513,1.00 / 0.00,0.000000000 / 0.238289490
solvent_628 / solvent_829,1.00 / 0.00,0.000000000 / 0.184732960
solvent_267 / solvent_697,1.00 / 0.00,0.000000000 / -0.081042010
solvent_17 / solvent_728,1.00 / 0.00,0.000000000 / -0.170922770
solvent_7 / solvent_582,1.00 / 0.00,0.000000000 / -0.476041090
solvent_187 / solvent_625,1.00 / 0.00,0.000000000 / -0.204229970
solvent_772 / solvent_789,1.00 / 0.00,0.000000000 / 0.600697270
solvent_300 / solvent_357,1.00 / 0.00,0.000000000 / 0.254853680
solvent_114 / solvent_392,1.00 / 0.00,0.000000000 / 0.894796220
solvent_46 / solvent_639,1.00 / 0.00,0.000000000 / -0.971502820
solvent_756 / solvent_793,1.00 / 0.00,0.000000000 / 5.228449830
solvent_118 / solvent_468,1.00 / 0.00,0.000000000 / 0.009919300
solvent_82 / solvent_645,1.00 / 0.00,0.000000000 / 0.147599080
solvent_707 / solvent_752,1.00 / 0.00,0.000000000 / 8.989264940
solvent_298 / solvent_783,1.00 / 0.00,0.000000000 / 1.371261040
solvent_505 / solvent_740,1.00 / 0.00,0.000000000 / -0.609284720
solvent_55 / solvent_397,1.00 / 0.00,0.000000000 / 0.140259810
solvent_217 / solvent_732,1.00 / 0.00,0.000000000 / -0.465037020
solvent_348 / solvent_741,1.00 / 0.00,0.000000000 / 0.167861020
solvent_579 / solvent_713,1.00 / 0.00,0.000000000 / 0.024318720
solvent_296 / solvent_440,1.00 / 0.00,0.000000000 / -0.169488500
solvent_135 / solvent_149,1.00 / 0.00,0.000000000 / 0.650442380
solvent_428 / solvent_524,1.00 / 0.00,0.000000000 / 7.932908490
solvent_131 / solvent_216,1.00 / 0.00,0.000000000 / 0.900293190
solvent_630 / solvent_748,1.00 / 0.00,0.000000000 / 0.118929820
solvent_307 / solvent_411,1.00 / 0.00,0.000000000 / 1.111611520
solvent_200 / solvent_368,1.00 / 0.00,0.000000000 / -0.084512820
solvent_461 / solvent_499,1.00 / 0.00,0.000000000 / 1.360965980
solvent_80 / solvent_738,1.00 / 0.00,0.000000000 / 1.167813160
solvent_156 / solvent_556,1.00 / 0.00,0.000000000 / -2.202239130
solvent_277 / solvent_566,1.00 / 0.00,0.000000000 / -1.283964340
solvent_408 / solvent_482,1.00 / 0.00,0.000000000 / 6.311924640
solvent_118 / solvent_703,1.00 / 0.00,0.000000000 / 0.358015270
solvent_525 / solvent_554,1.00 / 0.00,0.000000000 / 0.560045990
solvent_151 / solvent_237,1.00 / 0.00,0.000000000 / 0.845567850
solvent_62 / solvent_759,1.00 / 0.00,0.000000000 / 0.861183820
solvent_28 / solvent_150,1.00 / 0.00,0.000000000 / 2.250903670
solvent_22 / solvent_174,1.00 / 0.00,0.000000000 / -0.203269110
solvent_49 / solvent_317,1.00 / 0.00,0.000000000 / 0.116219910
solvent_178 / solvent_744,1.00 / 0.00,0.000000000 / 0.795612700
solvent_262 / solvent_808,1.00 / 0.00,0.000000000 / 0.273425000
solvent_67 / solvent_821,1.00 / 0.00,0.000000000 / -0.254403670
solvent_245 / solvent_642,1.00 / 0.00,0.000000000 / -0.858704280
solvent_75 / solvent_110,1.00 / 0.00,0.000000000 / 1.501102910
solvent_247 / solvent_428,1.00 / 0.00,0.000000000 / -0.350789800
solvent_499 / solvent_516,1.00 / 0.00,0.000000000 / -1.184109470
solvent_343 / solvent_384,1.00 / 0.00,0.000000000 / 0.991165260
solvent_471 / solvent_626,1.00 / 0.00,0.000000000 / 0.008784240
solvent_339 / solvent_839,1.00 / 0.00,0.000000000 / 0.286749100
solvent_457 / solvent_614,1.00 / 0.00,0.000000000 / 0.530262900
solvent_174 / solvent_833,1.00 / 0.00,0.000000000 / 0.463312690
solvent_100 / solvent_519,1.00 / 0.00,0.000000000 / 0.100200860
solvent_122 / solvent_450,1.00 / 0.00,0.000000000 / 0.274208320
solvent_12 / solvent_169,1.00 / 0.00,0.000000000 / 0.063761930
solvent_2 / solvent_843,1.00 / 0.00,0.000000000 / 0.481558820
solvent_112 / solvent_787,1.00 / 0.00,0.000000000 / -1.238210440
solvent_112 / solvent_462,1.00 / 0.00,0.000000000 / 0.147189250
solvent_708 / solvent_745,1.00 / 0.00,0.000000000 / 3.161363940
solvent_368 / solvent_735,1.00 / 0.00,0.000000000 / 0.835505570
solvent_556 / solvent_704,1.00 / 0.00,0.000000000 / -1.232537810
solvent_113 / solvent_435,1.00 / 0.00,0.000000000 / -0.592923610
solvent_624 / solvent_693,1.00 / 0.00,0.000000000 / 1.701952890
solvent_230 / solvent_540,1.00 / 0.00,0.000000000 / -0.010802530
solvent_12 / solvent_809,1.00 / 0.00,0.000000000 / -0.873748990
solvent_412 / solvent_443,1.00 / 0.00,0.000000000 / 0.953259920
solvent_120 / solvent_746,1.00 / 0.00,0.000000000 / -0.326345220
solvent_608 / solvent_818,1.00 / 0.00,0.000000000 / 0.364007040
solvent_294 / solvent_409,1.00 / 0.00,0.000000000 / 0.400656100
solvent_631 / solvent_710,1.00 / 0.00,0.000000000 / -5.786276240
solvent_489 / solvent_721,1.00 / 0.00,0.000000000 / 3.328923350
solvent_86 / solvent_264,1.00 / 0.00,0.000000000 / -0.158722960
solvent_431 / solvent_480,1.00 / 0.00,0.000000000 / 0.037425520
solvent_719 / solvent_766,1.00 / 0.00,0.000000000 / 0.345111430
solvent_591 / solvent_788,1.00 / 0.00,0.000000000 / -5.538197330
solvent_589 / solvent_637,1.00 / 0.00,0.000000000 / -0.136713130
solvent_108 / solvent_793,1.00 / 0.00,0.000000000 / 2.161451720
solvent_344 / solvent_825,1.00 / 0.00,0.000000000 / -0.133872130
solvent_23 / solvent_591,1.00 / 0.00,0.000000000 / 1.858970100
solvent_439 / solvent_637,1.00 / 0.00,0.000000000 / 2.681641480
solvent_303 / solvent_383,1.00 / 0.00,0.000000000 / -3.189164040
solvent_702 / solvent_721,1.00 / 0.00,0.000000000 / 3.178666120
solvent_436 / solvent_452,1.00 / 0.00,0.000000000 / 0.283744280
solvent_136 / solvent_176,1.00 / 0.00,0.000000000 / 0.044430250
solvent_11 / solvent_614,1.00 / 0.00,0.000000000 / 1.191044940
solvent_131 / solvent_154,1.00 / 0.00,0.000000000 / -0.163189450
solvent_627 / solvent_726,1.00 / 0.00,0.000000000 / -0.215451670
solvent_239 / solvent_376,1.00 / 0.00,0.000000000 / -1.816258020
solvent_154 / solvent_155,1.00 / 0.00,0.000000000 / 0.059433630
solvent_59 / solvent_517,1.00 / 0.00,0.000000000 / 0.484593610
solvent_483 / solvent_756,1.00 / 0.00,0.000000000 / 1.227427670
solvent_383 / solvent_575,1.00 / 0.00,0.000000000 / 0.308141390
solvent_44 / solvent_349,1.00 / 0.00,0.000000000 / 1.403015810
solvent_160 / solvent_496,1.00 / 0.00,0.000000000 / 1.127832190
solvent_560 / solvent_728,1.00 / 0.00,0.000000000 / -0.010312710
solvent_517 / solvent_744,1.00 / 0.00,0.000000000 / -1.008046810
solvent_199 / solvent_235,1.00 / 0.00,0.000000000 / 2.996894650
solvent_113 / solvent_734,1.00 / 0.00,0.000000000 / -0.206462480
solvent_311 / solvent_602,1.00 / 0.00,0.000000000 / -0.289073650
solvent_423 / solvent_601,1.00 / 0.00,0.000000000 / 1.489005490
solvent_107 / solvent_629,1.00 / 0.00,0.000000000 / -0.180815180
solvent_349 / solvent_564,1.00 / 0.00,0.000000000 / 0.943787280
solvent_617 / solvent_692,1.00 / 0.00,0.000000000 / 0.441283830
solvent_313 / solvent_381,1.00 / 0.00,0.000000000 / 1.388804260
solvent_342 / solvent_448,1.00 / 0.00,0.000000000 / 0.056335420
solvent_387 / solvent_838,1.00 / 0.00,0.000000000 / -0.134778850
solvent_248 / solvent_265,1.00 / 0.00,0.000000000 / 0.254514770
solvent_336 / solvent_345,1.00 / 0.00,0.000000000 / 0.276841650
solvent_466 / solvent_748,1.00 / 0.00,0.000000000 / -0.224207790
solvent_59 / solvent_113,1.00 / 0.00,0.000000000 / 0.383961850
solvent_446 / solvent_747,1.00 / 0.00,0.000000000 / 1.155928870
solvent_70 / solvent_452,1.00 / 0.00,0.000000000 / 0.338903020
solvent_12 / solvent_157,1.00 / 0.00,0.000000000 / 0.918362800
solvent_365 / solvent_601,1.00 / 0.00,0.000000000 / -0.582011920
solvent_99 / solvent_264,1.00 / 0.00,0.000000000 / 0.806129670
solvent_239 / solvent_272,1.00 / 0.00,0.000000000 / 0.580170310
solvent_329 / solvent_380,1.00 / 0.00,0.000000000 / 1.605614180
solvent_478 / solvent_790,1.00 / 0.00,0.000000000 / 3.688682430
solvent_424 / solvent_753,1.00 / 0.00,0.000000000 / 1.517333730
solvent_247 / solvent_377,1.00 / 0.00,0.000000000 / 0.042838410
solvent_242 / solvent_793,1.00 / 0.00,0.000000000 / 1.767531580
solvent_158 / solvent_584,1.00 / 0.00,0.000000000 / 0.065829760
solvent_427 / solvent_665,1.00 / 0.00,0.000000000 / 0.063594140
solvent_268 / solvent_838,1.00 / 0.00,0.000000000 / -0.014429230
solvent_678 / solvent_751,1.00 / 0.00,0.000000000 / -0.166200720
solvent_227 / solvent_605,1.00 / 0.00,0.000000000 / 0.722929340
solvent_36 / solvent_567,1.00 / 0.00,0.000000000 / -0.013761370
solvent_229 / solvent_339,1.00 / 0.00,0.000000000 / -1.056302570
solvent_476 / solvent_500,1.00 / 0.00,0.000000000 / 0.058249610
solvent_607 / solvent_672,1.00 / 0.00,0.000000000 / 0.788490020
solvent_106 / solvent_640,1.00 / 0.00,0.000000000 / 1.251409160
solvent_17 / solvent_322,1.00 / 0.00,0.000000000 / -0.298885610
solvent_424 / solvent_687,1.00 / 0.00,0.000000000 / 2.463644700
solvent_131 / solvent_656,1.00 / 0.00,0.000000000 / 0.541256470
solvent_239 / solvent_531,1.00 / 0.00,0.000000000 / 2.696193800
solvent_628 / solvent_680,1.00 / 0.00,0.000000000 / 0.189903930
solvent_230 / solvent_606,1.00 / 0.00,0.000000000 / -0.547410370
solvent_499 / solvent_575,1.00 / 0.00,0.000000000 / 2.148771990
solvent_506 / solvent_547,1.00 / 0.00,0.000000000 / 0.795083840
solvent_121 / solvent_357,1.00 / 0.00,0.000000000 / -1.172650620
solvent_627 / solvent_630,1.00 / 0.00,0.000000000 / -0.716648620
solvent_113 / solvent_151,1.00 / 0.00,0.000000000 / 0.994565060
solvent_69 / solvent_821,1.00 / 0.00,0.000000000 / -0.067080160
solvent_500 / solvent_566,1.00 / 0.00,0.000000000 / 0.209371320
solvent_280 / solvent_435,1.00 / 0.00,0.000000000 / -0.869637490
solvent_483 / solvent_519,1.00 / 0.00,0.000000000 / -0.548937480
solvent_406 / solvent_666,1.00 / 0.00,0.000000000 / 2.366513530
solvent_738 / solvent_750,1.00 / 0.00,0.000000000 / 0.116665570
solvent_391 / solvent_787,1.00 / 0.00,0.000000000 / 0.687693930
solvent_141 / solvent_341,1.00 / 0.00,0.000000000 / -0.082242570
solvent_489 / solvent_586,1.00 / 0.00,0.000000000 / 0.090789170
solvent_428 / solvent_501,1.00 / 0.00,0.000000000 / 1.233661390
solvent_174 / solvent_534,1.00 / 0.00,0.000000000 / -1.198796260
solvent_188 / solvent_679,1.00 / 0.00,0.000000000 / -0.005849240
solvent_47 / solvent_552,1.00 / 0.00,0.000000000 / 0.144331130
solvent_451 / solvent_828,1.00 / 0.00,0.000000000 / -0.010784610
solvent_339 / solvent_519,1.00 / 0.00,0.000000000 / -0.592685710
solvent_30 / solvent_725,1.00 / 0.00,0.000000000 / 0.100702300
solvent_17 / solvent_74,1.00 / 0.00,0.000000000 / 0.121040030
solvent_151 / solvent_740,1.00 / 0.00,0.000000000 / 2.850072790
solvent_136 / solvent_235,1.00 / 0.00,0.000000000 / 3.079525230
solvent_56 / solvent_642,1.00 / 0.00,0.000000000 / -0.445872540
solvent_481 / solvent_843,1.00 / 0.00,0.000000000 / -1.163150910
solvent_144 / solvent_440,1.00 / 0.00,0.000000000 / 0.705241030
solvent_161 / solvent_419,1.00 / 0.00,0.000000000 / 0.083404670
solvent_338 / solvent_701,1.00 / 0.00,0.000000000 / 0.465545900
solvent_343 / solvent_358,1.00 / 0.00,0.000000000 / 0.989414820
solvent_113 / solvent_299,1.00 / 0.00,0.000000000 / -0.364651840
solvent_402 / solvent_421,1.00 / 0.00,0.000000000 / 1.089191080
solvent_192 / solvent_396,1.00 / 0.00,0.000000000 / -1.022206570
solvent_240 / solvent_680,1.00 / 0.00,0.000000000 / 0.455679700
solvent_47 / solvent_495,1.00 / 0.00,0.000000000 / -2.260107190
solvent_422 / solvent_598,1.00 / 0.00,0.000000000 / 0.175258750
solvent_479 / solvent_716,1.00 / 0.00,0.000000000 / 4.474862320
solvent_81 / solvent_205,1.00 / 0.00,0.000000000 / 3.308986710
solvent_333 / solvent_711,1.00 / 0.00,0.000000000 / 0.075981860
solvent_150 / solvent_471,1.00 / 0.00,0.000000000 / 0.412234270
solvent_577 / solvent_718,1.00 / 0.00,0.000000000 / 0.513432640
solvent_299 / solvent_842,1.00 / 0.00,0.000000000 / 1.584721570
solvent_329 / solvent_678,1.00 / 0.00,0.000000000 / 1.456937860
solvent_408 / solvent_787,1.00 / 0.00,0.000000000 / -0.953253160
solvent_479 / solvent_773,1.00 / 0.00,0.000000000 / 0.064135900
solvent_117 / solvent_350,1.00 / 0.00,0.000000000 / 1.761009150
solvent_307 / solvent_514,1.00 / 0.00,0.000000000 / 1.509426700
solvent_152 / solvent_422,1.00 / 0.00,0.000000000 / 0.596289980
solvent_358 / solvent_809,1.00 / 0.00,0.000000000 / -0.222787200
solvent_314 / solvent_786,1.00 / 0.00,0.000000000 / 1.193785000
solvent_415 / solvent_469,1.00 / 0.00,0.000000000 / -0.023272660
solvent_3 / solvent_637,1.00 / 0.00,0.000000000 / -2.209618840
solvent_451 / solvent_719,1.00 / 0.00,0.000000000 / -0.000677930
solvent_375 / solvent_837,1.00 / 0.00,0.000000000 / -0.175378420
solvent_41 / solvent_313,1.00 / 0.00,0.000000000 / 1.450494970
solvent_84 / solvent_136,1.00 / 0.00,0.000000000 / -0.159271880
solvent_463 / solvent_578,1.00 / 0.00,0.000000000 / 1.967365240
solvent_384 / solvent_391,1.00 / 0.00,0.000000000 / 0.418617170
solvent_245 / solvent_457,1.00 / 0.00,0.000000000 / 2.621356370
solvent_90 / solvent_162,1.00 / 0.00,0.000000000 / 1.280646290
solvent_216 / solvent_236,1.00 / 0.00,0.000000000 / -0.370313670
solvent_53 / solvent_527,1.00 / 0.00,0.000000000 / 1.610100800
solvent_499 / solvent_690,1.00 / 0.00,0.000000000 / 1.333928310
solvent_239 / solvent_561,1.00 / 0.00,0.000000000 / -0.906641600
solvent_44 / solvent_598,1.00 / 0.00,0.000000000 / 1.439023320
solvent_48 / solvent_121,1.00 / 0.00,0.000000000 / -0.833548240
solvent_95 / solvent_428,1.00 / 0.00,0.000000000 / 1.410832210
solvent_487 / solvent_564,1.00 / 0.00,0.000000000 / -0.025659610
solvent_98 / solvent_753,1.00 / 0.00,0.000000000 / 0.332494790
solvent_313 / solvent_638,1.00 / 0.00,0.000000000 / -0.530169330
solvent_375 / solvent_561,1.00 / 0.00,0.000000000 / 0.027850350
solvent_7 / solvent_375,1.00 / 0.00,0.000000000 / -1.672873340
solvent_201 / solvent_411,1.00 / 0.00,0.000000000 / -0.072278110
solvent_686 / solvent_717,1.00 / 0.00,0.000000000 / -2.036203750
solvent_593 / solvent_659,1.00 / 0.00,0.000000000 / -1.054938210
solvent_234 / solvent_570,1.00 / 0.00,0.000000000 / 5.800272710
solvent_737 / solvent_826,1.00 / 0.00,0.000000000 / 0.713019610
solvent_504 / solvent_650,1.00 / 0.00,0.000000000 / 0.598625310
solvent_451 / solvent_738,1.00 / 0.00,0.000000000 / -0.025426840
solvent_36 / solvent_539,1.00 / 0.00,0.000000000 / 0.173614070
solvent_249 / solvent_432,1.00 / 0.00,0.000000000 / 0.863271050
solvent_48 / solvent_390,1.00 / 0.00,0.000000000 / 1.170400860
solvent_398 / solvent_836,1.00 / 0.00,0.000000000 / 0.388453800
solvent_177 / solvent_753,1.00 / 0.00,0.000000000 / 0.076415250
solvent_735 / solvent_746,1.00 / 0.00,0.000000000 / -1.447201970
solvent_67 / solvent_83,1.00 / 0.00,0.000000000 / 0.714980400
solvent_540 / solvent_666,1.00 / 0.00,0.000000000 / 3.093478300
solvent_263 / solvent_456,1.00 / 0.00,0.000000000 / -1.682038530
solvent_535 / solvent_833,1.00 / 0.00,0.000000000 / 0.130340720
solvent_393 / solvent_399,1.00 / 0.00,0.000000000 / 0.997977700
solvent_195 / solvent_764,1.00 / 0.00,0.000000000 / 0.007833650
solvent_117 / solvent_639,1.00 / 0.00,0.000000000 / -2.766964850
solvent_277 / solvent_817,1.00 / 0.00,0.000000000 / -0.318640180
solvent_44 / solvent_737,1.00 / 0.00,0.000000000 / 0.149761890
solvent_41 / solvent_126,1.00 / 0.00,0.000000000 / 0.275165090
solvent_18 / solvent_629,1.00 / 0.00,0.000000000 / 0.006311120
solvent_247 / solvent_623,1.00 / 0.00,0.000000000 / -0.126621660
solvent_399 / solvent_466,1.00 / 0.00,0.000000000 / -0.140654670
solvent_594 / solvent_773,1.00 / 0.00,0.000000000 / 0.332974120
solvent_27 / solvent_275,1.00 / 0.00,0.000000000 / -0.015423190
solvent_457 / solvent_753,1.00 / 0.00,0.000000000 / 1.960219920
solvent_438 / solvent_743,1.00 / 0.00,0.000000000 / -0.107323920
solvent_350 / solvent_476,1.00 / 0.00,0.000000000 / 0.915034430
solvent_69 / solvent_402,1.00 / 0.00,0.000000000 / -0.449032610
solvent_411 / solvent_500,1.00 / 0.00,0.000000000 / -0.073763180
solvent_338 / solvent_661,1.00 / 0.00,0.000000000 / 1.422082120
solvent_86 / solvent_513,1.00 / 0.00,0.000000000 / 0.304165170
solvent_80 / solvent_788,1.00 / 0.00,0.000000000 / 1.369029720
solvent_14 / solvent_620,1.00 / 0.00,0.000000000 / 0.893238690
solvent_607 / solvent_790,1.00 / 0.00,0.000000000 / 0.993762800
solvent_239 / solvent_347,1.00 / 0.00,0.000000000 / 0.831866120
solvent_462 / solvent_540,1.00 / 0.00,0.000000000 / -0.317620910
solvent_380 / solvent_737,1.00 / 0.00,0.000000000 / 2.746273220
solvent_221 / solvent_402,1.00 / 0.00,0.000000000 / 5.243488240
solvent_264 / solvent_815,1.00 / 0.00,0.000000000 / 0.157470350
solvent_204 / solvent_376,1.00 / 0.00,0.000000000 / -0.350862430
solvent_225 / solvent_805,1.00 / 0.00,0.000000000 / 2.167733880
solvent_48 / solvent_154,1.00 / 0.00,0.000000000 / 0.062933640
solvent_76 / solvent_612,1.00 / 0.00,0.000000000 / -0.008246530
solvent_541 / solvent_696,1.00 / 0.00,0.000000000 / 0.225450960
solvent_256 / solvent_631,1.00 / 0.00,0.000000000 / 0.337337200
solvent_762 / solvent_816,1.00 / 0.00,0.000000000 / -0.567412300
solvent_66 / solvent_660,1.00 / 0.00,0.000000000 / -0.309783920
solvent_253 / solvent_466,1.00 / 0.00,0.000000000 / 0.060287200
solvent_229 / solvent_764,1.00 / 0.00,0.000000000 / 0.816390070
solvent_21 / solvent_656,1.00 / 0.00,0.000000000 / 0.543288610
solvent_161 / solvent_177,1.00 / 0.00,0.000000000 / 0.952573620
solvent_205 / solvent_827,1.00 / 0.00,0.000000000 / 0.483838990
solvent_338 / solvent_656,1.00 / 0.00,0.000000000 / 1.124695210
solvent_212 / solvent_279,1.00 / 0.00,0.000000000 / -0.171201110
solvent_162 / solvent_195,1.00 / 0.00,0.000000000 / 1.331844100
solvent_205 / solvent_348,1.00 / 0.00,0.000000000 / -0.730399810
solvent_389 / solvent_397,1.00 / 0.00,0.000000000 / 0.264461110
solvent_521 / solvent_527,1.00 / 0.00,0.000000000 / 2.590074170
solvent_116 / solvent_459,1.00 / 0.00,0.000000000 / -0.030199410
solvent_21 / solvent_629,1.00 / 0.00,0.000000000 / 0.581506910
solvent_467 / solvent_623,1.00 / 0.00,0.000000000 / -0.234148670
solvent_133 / solvent_149,1.00 / 0.00,0.000000000 / 1.629816480
solvent_27 / solvent_457,1.00 / 0.00,0.000000000 / 3.464847170
solvent_55 / solvent_350,1.00 / 0.00,0.000000000 / 2.496044600
solvent_428 / solvent_753,1.00 / 0.00,0.000000000 / -0.437778280
solvent_576 / solvent_774,1.00 / 0.00,0.000000000 / 0.277001840
solvent_141 / solvent_145,1.00 / 0.00,0.000000000 / 1.560916900
solvent_611 / solvent_729,1.00 / 0.00,0.000000000 / -0.019855010
solvent_173 / solvent_372,1.00 / 0.00,0.000000000 / 5.481354580
solvent_20 / solvent_698,1.00 / 0.00,0.000000000 / 1.115222040
solvent_199 / solvent_387,1.00 / 0.00,0.000000000 / 1.516327110
solvent_440 / solvent_604,1.00 / 0.00,0.000000000 / -0.293789940
solvent_473 / solvent_509,1.00 / 0.00,0.000000000 / 0.133699950
solvent_452 / solvent_668,1.00 / 0.00,0.000000000 / -3.638477310
solvent_87 / solvent_149,1.00 / 0.00,0.000000000 / 0.546813430
solvent_787 / solvent_789,1.00 / 0.00,0.000000000 / 0.014273290
solvent_164 / solvent_221,1.00 / 0.00,0.000000000 / 1.994267650
solvent_358 / solvent_771,1.00 / 0.00,0.000000000 / -0.272380750
solvent_477 / solvent_699,1.00 / 0.00,0.000000000 / 4.036385640
solvent_331 / solvent_836,1.00 / 0.00,0.000000000 / -2.116297360
solvent_558 / solvent_676,1.00 / 0.00,0.000000000 / 0.739573660
solvent_530 / solvent_547,1.00 / 0.00,0.000000000 / 0.892439800
solvent_230 / solvent_696,1.00 / 0.00,0.000000000 / 0.521286510
solvent_137 / solvent_621,1.00 / 0.00,0.000000000 / 0.065859140
solvent_480 / solvent_695,1.00 / 0.00,0.000000000 / -0.425665560
solvent_117 / solvent_313,1.00 / 0.00,0.000000000 / 0.576354640
solvent_92 / solvent_349,1.00 / 0.00,0.000000000 / 1.404284270
solvent_154 / solvent_829,1.00 / 0.00,0.000000000 / -0.028472700
solvent_39 / solvent_370,1.00 / 0.00,0.000000000 / 0.268575640
solvent_602 / solvent_722,1.00 / 0.00,0.000000000 / -0.452128200
solvent_184 / solvent_456,1.00 / 0.00,0.000000000 / -0.327265190
solvent_54 / solvent_61,1.00 / 0.00,0.000000000 / 0.194329680
solvent_506 / solvent_650,1.00 / 0.00,0.000000000 / 0.226288460
solvent_45 / solvent_96,1.00 / 0.00,0.000000000 / 0.046091000
solvent_462 / solvent_617,1.00 / 0.00,0.000000000 / 0.447757820
solvent_167 / solvent_478,1.00 / 0.00,0.000000000 / 0.026621090
solvent_12 / solvent_530,1.00 / 0.00,0.000000000 / 3.804532190
solvent_461 / solvent_758,1.00 / 0.00,0.000000000 / -0.080067740
solvent_30 / solvent_275,1.00 / 0.00,0.000000000 / 0.093270590
solvent_80 / solvent_472,1.00 / 0.00,0.000000000 / 0.346298060
solvent_622 / solvent_689,1.00 / 0.00,0.000000000 / -0.136081470
solvent_190 / solvent_472,1.00 / 0.00,0.000000000 / 0.924855210
solvent_409 / solvent_444,1.00 / 0.00,0.000000000 / 0.129828920
solvent_40 / solvent_761,1.00 / 0.00,0.000000000 / 2.991686290
solvent_296 / solvent_660,1.00 / 0.00,0.000000000 / -0.062635390
solvent_225 / solvent_726,1.00 / 0.00,0.000000000 / 0.785719960
solvent_143 / solvent_831,1.00 / 0.00,0.000000000 / 1.423349930
solvent_612 / solvent_804,1.00 / 0.00,0.000000000 / 0.218834820
solvent_80 / solvent_306,1.00 / 0.00,0.000000000 / 0.099460100
solvent_206 / solvent_413,1.00 / 0.00,0.000000000 / 4.966243180
solvent_506 / solvent_793,1.00 / 0.00,0.000000000 / 0.428549870
solvent_212 / solvent_660,1.00 / 0.00,0.000000000 / 0.517613120
solvent_1 / solvent_61,1.00 / 0.00,0.000000000 / -0.132645370
solvent_686 / solvent_826,1.00 / 0.00,0.000000000 / 0.577491990
solvent_74 / solvent_380,1.00 / 0.00,0.000000000 / 0.598354960
solvent_438 / solvent_783,1.00 / 0.00,0.000000000 / -0.525253090
solvent_11 / solvent_421,1.00 / 0.00,0.000000000 / -0.852270350
solvent_141 / solvent_289,1.00 / 0.00,0.000000000 / 0.645538020
solvent_249 / solvent_740,1.00 / 0.00,0.000000000 / 1.298330540
solvent_162 / solvent_217,1.00 / 0.00,0.000000000 / 1.649193790
solvent_615 / solvent_725,1.00 / 0.00,0.000000000 / 0.377755410
solvent_275 / solvent_456,1.00 / 0.00,0.000000000 / -1.367195220
solvent_25 / solvent_368,1.00 / 0.00,0.000000000 / 0.028017100
solvent_12 / solvent_370,1.00 / 0.00,0.000000000 / 0.150638120
solvent_45 / solvent_127,1.00 / 0.00,0.000000000 / 2.258537470
solvent_671 / solvent_757,1.00 / 0.00,0.000000000 / 1.519913750
solvent_342 / solvent_641,1.00 / 0.00,0.000000000 / 0.531879860
solvent_44 / solvent_800,1.00 / 0.00,0.000000000 / -4.094652930
solvent_566 / solvent_714,1.00 / 0.00,0.000000000 / -0.163675690
solvent_266 / solvent_712,1.00 / 0.00,0.000000000 / 0.759202710
solvent_111 / solvent_609,1.00 / 0.00,0.000000000 / -0.229556250
solvent_441 / solvent_648,1.00 / 0.00,0.000000000 / 2.883958190
solvent_361 / solvent_760,1.00 / 0.00,0.000000000 / 1.833129960
solvent_431 / solvent_505,1.00 / 0.00,0.000000000 / 2.509527690
solvent_182 / solvent_738,1.00 / 0.00,0.000000000 / -0.574868850
solvent_583 / solvent_694,1.00 / 0.00,0.000000000 / 0.055363740
solvent_734 / solvent_763,1.00 / 0.00,0.000000000 / -0.033910080
solvent_90 / solvent_140,1.00 / 0.00,0.000000000 / 0.524506190
solvent_343 / solvent_839,1.00 / 0.00,0.000000000 / 0.629557100
solvent_769 / solvent_807,1.00 / 0.00,0.000000000 / 1.073191720
solvent_133 / solvent_789,1.00 / 0.00,0.000000000 / 1.621460040
solvent_488 / solvent_836,1.00 / 0.00,0.000000000 / -0.307522550
solvent_714 / solvent_794,1.00 / 0.00,0.000000000 / -0.106595830
solvent_114 / solvent_639,1.00 / 0.00,0.000000000 / 0.368814790
solvent_80 / solvent_591,1.00 / 0.00,0.000000000 / 0.813089990
solvent_93 / solvent_385,1.00 / 0.00,0.000000000 / 0.238878250
solvent_192 / solvent_654,1.00 / 0.00,0.000000000 / 0.195893680
solvent_162 / solvent_464,1.00 / 0.00,0.000000000 / 0.167072350
solvent_7 / solvent_402,1.00 / 0.00,0.000000000 / -2.212701510
solvent_311 / solvent_341,1.00 / 0.00,0.000000000 / 0.588677220
solvent_225 / solvent_312,1.00 / 0.00,0.000000000 / -1.442625910
solvent_713 / solvent_727,1.00 / 0.00,0.000000000 / -0.516730760
solvent_292 / solvent_408,1.00 / 0.00,0.000000000 / -0.054038280
solvent_585 / solvent_789,1.00 / 0.00,0.000000000 / 0.986102240
solvent_549 / solvent_691,1.00 / 0.00,0.000000000 / -0.176897070
solvent_160 / solvent_280,1.00 / 0.00,0.000000000 / 1.217648160
solvent_615 / solvent_638,1.00 / 0.00,0.000000000 / 0.178301120
solvent_34 / solvent_263,1.00 / 0.00,0.000000000 / 2.639613540
solvent_580 / solvent_761,1.00 / 0.00,0.000000000 / 3.026057480
