solv_i_id,molefrac_i,ln_gamma_i
solvent_84 / solvent_835,0.90 / 0.10,0.000049500 / 0.005004170
solvent_57 / solvent_389,0.90 / 0.10,0.031551230 / 0.537953640
solvent_698 / solvent_838,0.90 / 0.10,0.000481770 / 0.062593260
solvent_132 / solvent_340,0.90 / 0.10,-0.012165400 / -0.720660700
solvent_277 / solvent_477,0.90 / 0.10,0.001314860 / 0.180962900
solvent_592 / solvent_794,0.90 / 0.10,0.000676270 / -0.143121780
solvent_145 / solvent_556,0.90 / 0.10,-0.016628110 / -2.214963980
solvent_445 / solvent_774,0.90 / 0.10,0.037681670 / 1.256688440
solvent_206 / solvent_504,0.90 / 0.10,-0.001850140 / -0.148892820
solvent_164 / solvent_607,0.90 / 0.10,0.012857650 / 1.317077540
solvent_316 / solvent_399,0.90 / 0.10,-0.031108830 / -0.786325440
solvent_357 / solvent_791,0.90 / 0.10,-0.000427090 / -0.093344050
solvent_186 / solvent_322,0.90 / 0.10,0.006103340 / 0.554687390
solvent_232 / solvent_525,0.90 / 0.10,0.000240230 / -0.043013770
solvent_505 / solvent_793,0.90 / 0.10,0.190544860 / 0.822620880
solvent_233 / solvent_771,0.90 / 0.10,-0.001032470 / -0.082141170
solvent_151 / solvent_516,0.90 / 0.10,0.072977700 / 3.427119990
solvent_103 / solvent_743,0.90 / 0.10,-0.000430630 / -0.092932820
solvent_268 / solvent_819,0.90 / 0.10,-0.000434970 / -0.053363910
solvent_380 / solvent_381,0.90 / 0.10,-0.000287070 / -0.019366420
solvent_14 / solvent_584,0.90 / 0.10,0.002729230 / 0.279351340
solvent_381 / solvent_703,0.90 / 0.10,0.003955230 / 0.193279620
solvent_313 / solvent_522,0.90 / 0.10,-0.004006250 / -0.286790140
solvent_837 / solvent_843,0.90 / 0.10,0.003641300 / 0.184252470
solvent_376 / solvent_707,0.90 / 0.10,0.062592340 / 2.460842370
solvent_140 / solvent_841,0.90 / 0.10,-0.001998790 / -0.139293240
solvent_350 / solvent_510,0.90 / 0.10,0.003037610 / 0.381680090
solvent_689 / solvent_700,0.90 / 0.10,0.001580090 / 0.135584740
solvent_727 / solvent_776,0.90 / 0.10,-0.004580890 / -0.122616910
solvent_66 / solvent_556,0.90 / 0.10,-0.001981990 / -0.261651490
solvent_28 / solvent_358,0.90 / 0.10,0.001706390 / 0.043386370
solvent_27 / solvent_749,0.90 / 0.10,0.078993620 / 1.674972490
solvent_422 / solvent_608,0.90 / 0.10,-0.000184130 / -0.017327870
solvent_831 / solvent_837,0.90 / 0.10,0.035340530 / 1.045169300
solvent_588 / solvent_625,0.90 / 0.10,-0.000549330 / -0.068731890
solvent_610 / solvent_825,0.90 / 0.10,-0.001156860 / -0.126015770
solvent_618 / solvent_685,0.90 / 0.10,0.004464060 / 0.142519520
solvent_25 / solvent_751,0.90 / 0.10,-0.003066570 / -0.236677450
solvent_106 / solvent_692,0.90 / 0.10,0.003262970 / 0.218322300
solvent_89 / solvent_770,0.90 / 0.10,0.010120220 / -0.340312330
solvent_367 / solvent_723,0.90 / 0.10,-0.010091810 / -0.776006620
solvent_82 / solvent_777,0.90 / 0.10,0.001879800 / 0.147603590
solvent_583 / solvent_584,0.90 / 0.10,-0.000938680 / -0.100755410
solvent_138 / solvent_406,0.90 / 0.10,-0.004814240 / -0.227087730
solvent_416 / solvent_466,0.90 / 0.10,0.003210850 / 0.414443850
solvent_367 / solvent_740,0.90 / 0.10,0.019042670 / 0.026436300
solvent_452 / solvent_719,0.90 / 0.10,0.009748750 / 0.594458990
solvent_345 / solvent_396,0.90 / 0.10,0.006962110 / 0.600016350
solvent_681 / solvent_790,0.90 / 0.10,0.006028520 / 0.271742340
solvent_96 / solvent_250,0.90 / 0.10,-0.000534920 / -0.058910660
solvent_266 / solvent_377,0.90 / 0.10,-0.002887800 / -0.105350560
solvent_738 / solvent_828,0.90 / 0.10,-0.000517820 / -0.055357370
solvent_266 / solvent_605,0.90 / 0.10,0.001412590 / 0.359821250
solvent_786 / solvent_819,0.90 / 0.10,0.001494270 / 0.177010070
solvent_236 / solvent_294,0.90 / 0.10,-0.008408680 / -0.229745830
solvent_540 / solvent_691,0.90 / 0.10,0.022390020 / 0.181899560
solvent_296 / solvent_430,0.90 / 0.10,0.003266020 / 0.043588590
solvent_296 / solvent_592,0.90 / 0.10,-0.002141060 / -0.225266280
solvent_594 / solvent_722,0.90 / 0.10,-0.006577710 / -0.337559900
solvent_12 / solvent_521,0.90 / 0.10,0.015197860 / 0.621322570
solvent_173 / solvent_296,0.90 / 0.10,-0.002977260 / -0.426552140
solvent_498 / solvent_570,0.90 / 0.10,0.044446580 / 1.930915840
solvent_5 / solvent_786,0.90 / 0.10,0.002495550 / 0.225935450
solvent_22 / solvent_333,0.90 / 0.10,-0.000980080 / -0.031463470
solvent_248 / solvent_499,0.90 / 0.10,0.051037780 / 1.110644850
solvent_312 / solvent_635,0.90 / 0.10,0.004280350 / 0.807563880
solvent_360 / solvent_814,0.90 / 0.10,-0.001084110 / -0.155645990
solvent_337 / solvent_345,0.90 / 0.10,0.000416400 / 0.039494940
solvent_137 / solvent_789,0.90 / 0.10,0.008043960 / 0.817495980
solvent_149 / solvent_353,0.90 / 0.10,0.006681450 / 0.368973690
solvent_313 / solvent_725,0.90 / 0.10,0.006891930 / 0.734213300
solvent_25 / solvent_837,0.90 / 0.10,-0.021248900 / -1.081903100
solvent_151 / solvent_443,0.90 / 0.10,0.047148850 / 1.902960800
solvent_379 / solvent_469,0.90 / 0.10,0.000026400 / -0.003976730
solvent_533 / solvent_578,0.90 / 0.10,-0.015251110 / -1.554134650
solvent_391 / solvent_455,0.90 / 0.10,-0.001408380 / -0.274737200
solvent_555 / solvent_691,0.90 / 0.10,-0.000780320 / 0.006191270
solvent_427 / solvent_617,0.90 / 0.10,0.002078080 / 0.506714010
solvent_612 / solvent_655,0.90 / 0.10,-0.000163010 / 0.009609770
solvent_392 / solvent_626,0.90 / 0.10,0.002093950 / 0.375754190
solvent_522 / solvent_570,0.90 / 0.10,0.119728610 / 2.895120820
solvent_514 / solvent_818,0.90 / 0.10,0.000595980 / -0.122576590
solvent_432 / solvent_580,0.90 / 0.10,0.008208910 / 0.592081640
solvent_81 / solvent_287,0.90 / 0.10,0.014364160 / 1.084208240
solvent_117 / solvent_173,0.90 / 0.10,0.001907190 / 0.135359700
solvent_685 / solvent_819,0.90 / 0.10,-0.000645790 / -0.087679210
solvent_378 / solvent_460,0.90 / 0.10,-0.000924750 / -0.134848150
solvent_254 / solvent_466,0.90 / 0.10,-0.000884050 / -0.040105090
solvent_390 / solvent_520,0.90 / 0.10,0.001265080 / 0.295861910
solvent_77 / solvent_685,0.90 / 0.10,0.000453680 / 0.022246610
solvent_345 / solvent_421,0.90 / 0.10,0.043304980 / 1.230909810
solvent_18 / solvent_634,0.90 / 0.10,-0.002202660 / -0.224823740
solvent_309 / solvent_709,0.90 / 0.10,0.001542210 / 0.116604150
solvent_57 / solvent_836,0.90 / 0.10,0.001820390 / 0.121414160
solvent_182 / solvent_829,0.90 / 0.10,0.005488410 / 0.558238790
solvent_390 / solvent_719,0.90 / 0.10,0.001044260 / 0.266947050
solvent_474 / solvent_701,0.90 / 0.10,0.002896030 / 0.015212820
solvent_109 / solvent_385,0.90 / 0.10,0.012988830 / -0.390768300
solvent_242 / solvent_263,0.90 / 0.10,-0.003195820 / -0.569030830
solvent_232 / solvent_279,0.90 / 0.10,0.015211510 / 0.793335380
solvent_358 / solvent_712,0.90 / 0.10,0.001007010 / 0.101110330
solvent_237 / solvent_314,0.90 / 0.10,0.003591610 / 0.197164880
solvent_197 / solvent_757,0.90 / 0.10,0.007214250 / 0.319241660
solvent_367 / solvent_814,0.90 / 0.10,-0.004553210 / -0.376969380
solvent_297 / solvent_639,0.90 / 0.10,-0.000300850 / -0.017896320
solvent_213 / solvent_669,0.90 / 0.10,-0.001500110 / -0.129244070
solvent_177 / solvent_808,0.90 / 0.10,-0.000951840 / -0.297989440
solvent_205 / solvent_675,0.90 / 0.10,0.006350000 / 0.864641400
solvent_18 / solvent_663,0.90 / 0.10,-0.000954210 / 0.235364610
solvent_442 / solvent_842,0.90 / 0.10,0.019738790 / 2.029886800
solvent_72 / solvent_360,0.90 / 0.10,-0.002155430 / -0.176339510
solvent_541 / solvent_764,0.90 / 0.10,0.010021580 / 0.295433020
solvent_1 / solvent_516,0.90 / 0.10,0.100498250 / 3.043152250
solvent_95 / solvent_256,0.90 / 0.10,0.011329130 / 0.639083170
solvent_425 / solvent_678,0.90 / 0.10,-0.009494330 / -0.578498700
solvent_358 / solvent_557,0.90 / 0.10,0.007606080 / 0.287759080
solvent_152 / solvent_770,0.90 / 0.10,0.007698480 / -0.452216380
solvent_149 / solvent_212,0.90 / 0.10,0.006898260 / 0.474809790
solvent_167 / solvent_247,0.90 / 0.10,0.007090240 / 0.614906130
solvent_67 / solvent_603,0.90 / 0.10,0.034416010 / 0.516341960
solvent_20 / solvent_204,0.90 / 0.10,0.031070340 / 1.161062560
solvent_419 / solvent_494,0.90 / 0.10,0.067449730 / 1.291884870
solvent_216 / solvent_234,0.90 / 0.10,0.034168670 / 0.586515310
solvent_151 / solvent_660,0.90 / 0.10,0.003429900 / 0.147013610
solvent_416 / solvent_738,0.90 / 0.10,0.007947290 / 0.489796430
solvent_331 / solvent_648,0.90 / 0.10,-0.069644820 / -1.948359770
solvent_164 / solvent_263,0.90 / 0.10,-0.000030000 / -0.553427330
solvent_215 / solvent_414,0.90 / 0.10,0.001068310 / 0.125735730
solvent_522 / solvent_597,0.90 / 0.10,0.000163660 / 0.012497710
solvent_186 / solvent_487,0.90 / 0.10,0.022945920 / 0.765612870
solvent_455 / solvent_665,0.90 / 0.10,-0.012857240 / -0.552088110
solvent_289 / solvent_843,0.90 / 0.10,0.058243520 / 0.688185290
solvent_249 / solvent_334,0.90 / 0.10,-0.000391310 / 0.006786450
solvent_509 / solvent_815,0.90 / 0.10,0.040179700 / 1.077468290
solvent_725 / solvent_807,0.90 / 0.10,0.005419820 / 0.452466570
solvent_276 / solvent_509,0.90 / 0.10,0.003995200 / 0.422198570
solvent_412 / solvent_662,0.90 / 0.10,-0.002781050 / -0.095440150
solvent_249 / solvent_321,0.90 / 0.10,-0.005364340 / -0.513873420
solvent_257 / solvent_824,0.90 / 0.10,-0.000060700 / 0.001832000
solvent_74 / solvent_251,0.90 / 0.10,0.009399480 / 1.062025480
solvent_466 / solvent_473,0.90 / 0.10,0.002028810 / 0.066520270
solvent_23 / solvent_679,0.90 / 0.10,0.025192220 / 1.209657970
solvent_417 / solvent_797,0.90 / 0.10,0.026230130 / 0.323578790
solvent_408 / solvent_462,0.90 / 0.10,0.002162170 / 0.076664270
solvent_41 / solvent_774,0.90 / 0.10,0.031031910 / 2.407332450
solvent_215 / solvent_603,0.90 / 0.10,0.020950620 / 1.023258980
solvent_336 / solvent_571,0.90 / 0.10,0.016897170 / -0.151048600
solvent_123 / solvent_779,0.90 / 0.10,0.008380880 / 0.966402900
solvent_205 / solvent_558,0.90 / 0.10,0.008954400 / 1.310627180
solvent_269 / solvent_671,0.90 / 0.10,-0.000282290 / -0.059683700
solvent_317 / solvent_618,0.90 / 0.10,-0.000765970 / -0.078882000
solvent_88 / solvent_443,0.90 / 0.10,0.047323610 / 2.264773110
solvent_399 / solvent_695,0.90 / 0.10,-0.000214770 / 0.028963000
solvent_36 / solvent_535,0.90 / 0.10,0.037369730 / 2.122993060
solvent_229 / solvent_258,0.90 / 0.10,0.001149660 / 0.035452100
solvent_373 / solvent_699,0.90 / 0.10,0.001747570 / 0.129822700
solvent_288 / solvent_481,0.90 / 0.10,-0.001755520 / -0.234249440
solvent_642 / solvent_794,0.90 / 0.10,0.010607280 / 0.475897020
solvent_160 / solvent_835,0.90 / 0.10,0.006150210 / 0.764841050
solvent_464 / solvent_687,0.90 / 0.10,0.015928840 / 1.068954060
solvent_205 / solvent_475,0.90 / 0.10,-0.004158670 / -0.254640880
solvent_74 / solvent_188,0.90 / 0.10,0.008832180 / 0.727136630
solvent_55 / solvent_635,0.90 / 0.10,0.004734380 / -0.673157190
solvent_475 / solvent_619,0.90 / 0.10,0.008946830 / 0.513662560
solvent_109 / solvent_113,0.90 / 0.10,-0.001031220 / -0.040164010
solvent_427 / solvent_818,0.90 / 0.10,-0.012550170 / -1.589871050
solvent_687 / solvent_826,0.90 / 0.10,0.019347600 / 0.908653980
solvent_575 / solvent_827,0.90 / 0.10,-0.000410300 / -0.031554400
solvent_556 / solvent_630,0.90 / 0.10,-0.034215740 / -4.978672540
solvent_151 / solvent_329,0.90 / 0.10,0.064903500 / 2.651095270
solvent_313 / solvent_525,0.90 / 0.10,0.002584790 / 0.185617970
solvent_5 / solvent_520,0.90 / 0.10,-0.003290740 / -0.119129910
solvent_227 / solvent_288,0.90 / 0.10,0.006072570 / 0.620576680
solvent_317 / solvent_461,0.90 / 0.10,-0.002628610 / -0.123047850
solvent_150 / solvent_703,0.90 / 0.10,0.017306920 / 1.214154620
solvent_122 / solvent_746,0.90 / 0.10,-0.005590650 / -1.041153470
solvent_176 / solvent_807,0.90 / 0.10,0.000881240 / 0.077022460
solvent_701 / solvent_738,0.90 / 0.10,0.010577060 / -0.333158210
solvent_393 / solvent_561,0.90 / 0.10,0.001851930 / 0.340142860
solvent_195 / solvent_469,0.90 / 0.10,-0.000845960 / 0.518176760
solvent_439 / solvent_615,0.90 / 0.10,0.008440220 / 1.033243740
solvent_618 / solvent_669,0.90 / 0.10,-0.001953400 / -0.109202930
solvent_704 / solvent_716,0.90 / 0.10,0.000903400 / 0.030167500
solvent_505 / solvent_586,0.90 / 0.10,0.028883340 / 1.551852820
solvent_292 / solvent_442,0.90 / 0.10,0.002682970 / 0.429364850
solvent_419 / solvent_741,0.90 / 0.10,0.041393240 / 0.722812330
solvent_444 / solvent_716,0.90 / 0.10,0.022355950 / 1.542392830
solvent_610 / solvent_690,0.90 / 0.10,-0.005015090 / -0.354261710
solvent_162 / solvent_343,0.90 / 0.10,0.011116700 / 1.214334130
solvent_143 / solvent_435,0.90 / 0.10,-0.094987340 / -3.221347080
solvent_440 / solvent_611,0.90 / 0.10,-0.003705780 / -0.288817510
solvent_429 / solvent_633,0.90 / 0.10,-0.010952320 / -0.579571860
solvent_190 / solvent_393,0.90 / 0.10,-0.000298360 / -0.151927420
solvent_109 / solvent_111,0.90 / 0.10,-0.001588000 / -0.148465100
solvent_321 / solvent_542,0.90 / 0.10,0.034956690 / 0.344538620
solvent_300 / solvent_724,0.90 / 0.10,-0.001951080 / -0.175848850
solvent_449 / solvent_585,0.90 / 0.10,-0.000387220 / -0.033040300
solvent_39 / solvent_732,0.90 / 0.10,0.038058220 / 1.198458140
solvent_151 / solvent_344,0.90 / 0.10,0.010570460 / 0.711403980
solvent_634 / solvent_804,0.90 / 0.10,0.000018700 / -0.109942890
solvent_141 / solvent_374,0.90 / 0.10,-0.007804590 / -0.164113490
solvent_2 / solvent_595,0.90 / 0.10,-0.003685290 / -0.099473290
solvent_52 / solvent_436,0.90 / 0.10,0.030748500 / 1.593557570
solvent_67 / solvent_85,0.90 / 0.10,-0.001306350 / -0.078581040
solvent_115 / solvent_122,0.90 / 0.10,0.001835210 / 0.086419160
solvent_24 / solvent_170,0.90 / 0.10,0.009381210 / 1.504001170
solvent_200 / solvent_690,0.90 / 0.10,-0.000126770 / -0.009671590
solvent_580 / solvent_610,0.90 / 0.10,0.019496240 / 0.765154600
solvent_27 / solvent_80,0.90 / 0.10,0.002185500 / 0.181364080
solvent_73 / solvent_334,0.90 / 0.10,0.002125730 / 0.183790030
solvent_220 / solvent_673,0.90 / 0.10,0.023967860 / 1.853242170
solvent_534 / solvent_672,0.90 / 0.10,-0.007212170 / -0.809867790
solvent_771 / solvent_776,0.90 / 0.10,-0.011998100 / -1.969012930
solvent_182 / solvent_452,0.90 / 0.10,-0.011990380 / -2.902460260
solvent_341 / solvent_451,0.90 / 0.10,0.000976900 / 0.108548890
solvent_394 / solvent_840,0.90 / 0.10,0.040768520 / 3.278048840
solvent_27 / solvent_439,0.90 / 0.10,0.007133660 / 0.396971430
solvent_18 / solvent_570,0.90 / 0.10,0.009044730 / 0.266779540
solvent_348 / solvent_561,0.90 / 0.10,0.000839600 / 0.067151700
solvent_53 / solvent_451,0.90 / 0.10,-0.007028510 / -0.729698310
solvent_334 / solvent_629,0.90 / 0.10,0.000477240 / 0.001633160
solvent_264 / solvent_675,0.90 / 0.10,0.000300000 / 0.084132430
solvent_185 / solvent_805,0.90 / 0.10,0.001497430 / 0.111480900
solvent_438 / solvent_726,0.90 / 0.10,-0.001768220 / -0.139592160
solvent_113 / solvent_689,0.90 / 0.10,0.001368580 / 0.101754120
solvent_17 / solvent_655,0.90 / 0.10,-0.001385670 / 0.048082200
solvent_418 / solvent_451,0.90 / 0.10,0.002884210 / 0.219789400
solvent_414 / solvent_473,0.90 / 0.10,0.001911410 / 0.205485620
solvent_161 / solvent_197,0.90 / 0.10,0.005540560 / 0.431008950
solvent_137 / solvent_768,0.90 / 0.10,0.002039300 / 0.265229770
solvent_69 / solvent_572,0.90 / 0.10,0.025345080 / 0.766355790
solvent_103 / solvent_776,0.90 / 0.10,0.005428310 / 0.520814870
solvent_275 / solvent_365,0.90 / 0.10,-0.042026680 / -1.499331810
solvent_27 / solvent_392,0.90 / 0.10,0.072253400 / 1.042018920
solvent_278 / solvent_650,0.90 / 0.10,0.001894780 / -0.033258280
solvent_393 / solvent_531,0.90 / 0.10,0.016846580 / 2.105902690
solvent_185 / solvent_712,0.90 / 0.10,0.000266350 / 0.051587210
solvent_140 / solvent_680,0.90 / 0.10,0.000154290 / 0.007002270
solvent_362 / solvent_746,0.90 / 0.10,-0.006677200 / -1.168341760
solvent_238 / solvent_592,0.90 / 0.10,-0.001362700 / -0.208862810
solvent_254 / solvent_773,0.90 / 0.10,0.002642570 / 0.157865440
solvent_679 / solvent_764,0.90 / 0.10,0.001047850 / 0.063172090
solvent_73 / solvent_541,0.90 / 0.10,-0.000714170 / -0.030239280
solvent_301 / solvent_442,0.90 / 0.10,0.003042210 / 0.259486390
solvent_174 / solvent_726,0.90 / 0.10,-0.000081200 / -0.016621440
solvent_440 / solvent_620,0.90 / 0.10,0.002688350 / 0.113804560
solvent_331 / solvent_583,0.90 / 0.10,-0.019128820 / -1.018402750
solvent_16 / solvent_430,0.90 / 0.10,0.019300260 / 0.588773460
solvent_143 / solvent_641,0.90 / 0.10,-0.153451380 / -6.448894190
solvent_340 / solvent_522,0.90 / 0.10,0.022348620 / 1.439739450
solvent_115 / solvent_719,0.90 / 0.10,-0.001418300 / -0.234104280
solvent_70 / solvent_242,0.90 / 0.10,0.041239330 / 1.521048160
solvent_549 / solvent_659,0.90 / 0.10,0.003126400 / 0.199073500
solvent_269 / solvent_751,0.90 / 0.10,-0.009398160 / -1.281058260
solvent_621 / solvent_677,0.90 / 0.10,0.023497880 / 1.057935270
solvent_578 / solvent_711,0.90 / 0.10,0.005057270 / 0.315876210
solvent_262 / solvent_269,0.90 / 0.10,-0.010161760 / -0.181719940
solvent_467 / solvent_611,0.90 / 0.10,-0.000043500 / -0.010438490
solvent_98 / solvent_335,0.90 / 0.10,-0.002247170 / -0.292254000
solvent_254 / solvent_608,0.90 / 0.10,-0.001296710 / -0.126843810
solvent_44 / solvent_61,0.90 / 0.10,0.013873930 / 1.828593490
solvent_607 / solvent_760,0.90 / 0.10,0.044392170 / 1.429632710
solvent_179 / solvent_657,0.90 / 0.10,-0.002587120 / -0.182401740
solvent_629 / solvent_820,0.90 / 0.10,0.001028510 / 0.089149380
solvent_455 / solvent_795,0.90 / 0.10,0.005619500 / 0.235275370
solvent_655 / solvent_657,0.90 / 0.10,0.000285040 / 0.040735260
solvent_515 / solvent_615,0.90 / 0.10,0.030634880 / 1.810519960
solvent_71 / solvent_667,0.90 / 0.10,0.011324830 / 0.126150110
solvent_137 / solvent_454,0.90 / 0.10,0.006986870 / 0.696064970
solvent_735 / solvent_811,0.90 / 0.10,0.005235800 / 0.571494000
solvent_116 / solvent_197,0.90 / 0.10,0.001068780 / 0.100194230
solvent_90 / solvent_585,0.90 / 0.10,0.010047820 / 0.682514540
solvent_161 / solvent_167,0.90 / 0.10,0.055068640 / 1.463994730
solvent_331 / solvent_412,0.90 / 0.10,-0.027998840 / -1.703993920
solvent_113 / solvent_343,0.90 / 0.10,0.006634360 / 1.025027320
solvent_204 / solvent_821,0.90 / 0.10,-0.001186760 / -0.085346280
solvent_414 / solvent_607,0.90 / 0.10,-0.001636790 / -0.072053610
solvent_99 / solvent_606,0.90 / 0.10,-0.001688990 / 0.017692390
solvent_287 / solvent_319,0.90 / 0.10,0.003855770 / -0.141727980
solvent_406 / solvent_536,0.90 / 0.10,0.004757050 / 0.376863350
solvent_212 / solvent_394,0.90 / 0.10,0.033482960 / 2.087565950
solvent_645 / solvent_841,0.90 / 0.10,-0.023389860 / -0.336948970
solvent_463 / solvent_747,0.90 / 0.10,0.001936040 / 0.087578150
solvent_331 / solvent_585,0.90 / 0.10,-0.017700640 / -0.867142410
solvent_373 / solvent_804,0.90 / 0.10,-0.000001470 / -0.010540180
solvent_557 / solvent_702,0.90 / 0.10,-0.003062470 / 0.033043370
solvent_63 / solvent_478,0.90 / 0.10,0.063945790 / 2.223648280
solvent_590 / solvent_635,0.90 / 0.10,0.009920620 / 0.532307480
solvent_197 / solvent_381,0.90 / 0.10,0.000583800 / 0.026121200
solvent_188 / solvent_550,0.90 / 0.10,0.002690410 / 0.155236230
solvent_345 / solvent_828,0.90 / 0.10,0.007452040 / 0.389304220
solvent_192 / solvent_255,0.90 / 0.10,0.004346460 / 0.848866510
solvent_608 / solvent_652,0.90 / 0.10,0.025624380 / 0.940963140
solvent_24 / solvent_796,0.90 / 0.10,-0.073825590 / -1.927088640
solvent_80 / solvent_170,0.90 / 0.10,0.000873820 / 0.086830170
solvent_197 / solvent_217,0.90 / 0.10,0.052258490 / 1.352456610
solvent_499 / solvent_753,0.90 / 0.10,0.008335860 / 0.968204530
solvent_240 / solvent_652,0.90 / 0.10,0.033067950 / 2.352714410
solvent_46 / solvent_568,0.90 / 0.10,-0.000123300 / -0.003105460
solvent_54 / solvent_842,0.90 / 0.10,0.022898220 / 1.720938450
solvent_117 / solvent_668,0.90 / 0.10,0.002375710 / 0.150516810
solvent_28 / solvent_192,0.90 / 0.10,0.012826270 / 0.459203440
solvent_461 / solvent_789,0.90 / 0.10,0.004102510 / 0.530071120
solvent_358 / solvent_791,0.90 / 0.10,0.000375130 / -0.124698210
solvent_9 / solvent_572,0.90 / 0.10,-0.011058490 / -0.850688760
solvent_477 / solvent_560,0.90 / 0.10,0.021377110 / 1.860821500
solvent_611 / solvent_805,0.90 / 0.10,0.007401230 / 0.467426610
solvent_77 / solvent_448,0.90 / 0.10,0.002088480 / 0.141010360
solvent_711 / solvent_805,0.90 / 0.10,0.005374040 / 0.595411580
solvent_4 / solvent_718,0.90 / 0.10,0.001095280 / 0.050133940
solvent_601 / solvent_696,0.90 / 0.10,-0.001179480 / -0.060355490
solvent_268 / solvent_480,0.90 / 0.10,-0.000002790 / 0.005229750
solvent_496 / solvent_646,0.90 / 0.10,0.000340160 / 0.026282300
solvent_307 / solvent_519,0.90 / 0.10,0.004030540 / 0.230456970
solvent_254 / solvent_777,0.90 / 0.10,-0.001368630 / -0.160619710
solvent_287 / solvent_407,0.90 / 0.10,-0.001905930 / -0.063493430
solvent_116 / solvent_747,0.90 / 0.10,0.001151950 / 0.043012600
solvent_53 / solvent_655,0.90 / 0.10,-0.004927040 / -0.367629140
solvent_242 / solvent_609,0.90 / 0.10,0.005435830 / 0.475408650
solvent_450 / solvent_516,0.90 / 0.10,0.083865990 / 2.611749400
solvent_76 / solvent_440,0.90 / 0.10,-0.001431970 / -0.191002960
solvent_611 / solvent_711,0.90 / 0.10,-0.002895450 / -0.173568600
solvent_408 / solvent_412,0.90 / 0.10,0.001209120 / -0.048235930
solvent_251 / solvent_372,0.90 / 0.10,0.095891410 / 1.841352770
solvent_618 / solvent_731,0.90 / 0.10,0.116037610 / 2.427267550
solvent_448 / solvent_746,0.90 / 0.10,-0.008476070 / -1.279140000
solvent_113 / solvent_558,0.90 / 0.10,0.007961220 / 1.131200470
solvent_654 / solvent_780,0.90 / 0.10,0.081544520 / 2.370512620
solvent_461 / solvent_841,0.90 / 0.10,-0.002223550 / -0.157220670
solvent_488 / solvent_729,0.90 / 0.10,-0.000301880 / 0.852857540
solvent_691 / solvent_716,0.90 / 0.10,0.009752500 / 0.751266110
solvent_202 / solvent_253,0.90 / 0.10,-0.000267370 / -0.031627290
solvent_139 / solvent_493,0.90 / 0.10,0.024379790 / 0.724162210
solvent_141 / solvent_729,0.90 / 0.10,0.016327790 / 0.295173770
solvent_331 / solvent_411,0.90 / 0.10,-0.015888950 / -0.856238610
solvent_127 / solvent_550,0.90 / 0.10,0.008297890 / 0.673290680
solvent_233 / solvent_602,0.90 / 0.10,0.006966100 / 0.297163020
solvent_105 / solvent_431,0.90 / 0.10,0.003913600 / 0.098771550
solvent_578 / solvent_827,0.90 / 0.10,0.003303660 / 0.672427890
solvent_440 / solvent_527,0.90 / 0.10,0.018805240 / 1.041854610
solvent_15 / solvent_431,0.90 / 0.10,0.001557340 / 0.043327680
solvent_236 / solvent_513,0.90 / 0.10,0.001138520 / 0.215009770
solvent_628 / solvent_829,0.90 / 0.10,0.002919840 / 0.127940840
solvent_267 / solvent_697,0.90 / 0.10,-0.000471910 / -0.072775440
solvent_17 / solvent_728,0.90 / 0.10,-0.001137310 / -0.149434290
solvent_7 / solvent_582,0.90 / 0.10,-0.002531860 / -0.434523500
solvent_187 / solvent_625,0.90 / 0.10,-0.001708380 / -0.173161120
solvent_772 / solvent_789,0.90 / 0.10,0.008028500 / 0.443101850
solvent_300 / solvent_357,0.90 / 0.10,0.001721330 / 0.281007470
solvent_114 / solvent_392,0.90 / 0.10,0.015134920 / 0.539971200
solvent_46 / solvent_639,0.90 / 0.10,-0.015772110 / -0.657127910
solvent_756 / solvent_793,0.90 / 0.10,0.081532420 / 3.574517460
solvent_118 / solvent_468,0.90 / 0.10,0.000075400 / 0.008345690
solvent_82 / solvent_645,0.90 / 0.10,0.002138610 / 0.107720500
solvent_707 / solvent_752,0.90 / 0.10,0.146468300 / 4.891437130
solvent_298 / solvent_783,0.90 / 0.10,0.011543400 / 1.151774310
solvent_505 / solvent_740,0.90 / 0.10,0.028632270 / -1.210048300
solvent_55 / solvent_397,0.90 / 0.10,0.001453950 / 0.113346100
solvent_217 / solvent_732,0.90 / 0.10,-0.008758740 / -0.285199270
solvent_348 / solvent_741,0.90 / 0.10,0.003387860 / 0.110552980
solvent_579 / solvent_713,0.90 / 0.10,-0.001015240 / 0.044193100
solvent_296 / solvent_440,0.90 / 0.10,-0.001610370 / -0.139091420
solvent_135 / solvent_149,0.90 / 0.10,0.003870970 / 0.578242970
solvent_428 / solvent_524,0.90 / 0.10,0.069269080 / 6.012811870
solvent_131 / solvent_216,0.90 / 0.10,0.003859670 / 0.832680890
solvent_630 / solvent_748,0.90 / 0.10,0.001781620 / 0.083962370
solvent_307 / solvent_411,0.90 / 0.10,0.016953920 / 0.768732320
solvent_200 / solvent_368,0.90 / 0.10,-0.000571370 / -0.079213040
solvent_461 / solvent_499,0.90 / 0.10,0.016189930 / 1.019328980
solvent_80 / solvent_738,0.90 / 0.10,0.013639960 / 0.900950000
solvent_156 / solvent_556,0.90 / 0.10,-0.017507570 / -1.883496630
solvent_277 / solvent_566,0.90 / 0.10,-0.014597090 / -1.009400960
solvent_408 / solvent_482,0.90 / 0.10,0.110953490 / 2.929194370
solvent_118 / solvent_703,0.90 / 0.10,0.004731600 / 0.265886160
