solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_277 / solvent_160,0.70 / 0.30,298.15,0.009772730 / 0.224615090,cosmo
solvent_525 / solvent_549,0.70 / 0.30,298.15,0.491310470 / 1.136143160,cosmo
solvent_208 / solvent_745,0.70 / 0.30,298.15,-0.00779941 / -0.0897618,cosmo
solvent_405 / solvent_466,0.70 / 0.30,298.15,0.003176600 / 0.017948900,cosmo
solvent_299 / solvent_414,0.70 / 0.30,298.15,0.012269740 / 0.093311840,cosmo
solvent_642 / solvent_784,0.70 / 0.30,298.15,0.018762280 / 0.023479490,cosmo
solvent_429 / solvent_722,0.70 / 0.30,298.15,0.032622430 / 0.169937210,cosmo
solvent_562 / solvent_684,0.70 / 0.30,298.15,0.005537140 / 0.022965450,cosmo
solvent_188 / solvent_229,0.70 / 0.30,298.15,0.028501110 / 0.070904530,cosmo
solvent_198 / solvent_606,0.70 / 0.30,298.15,-0.09881611 / -0.45893991,cosmo
solvent_388 / solvent_394,0.70 / 0.30,298.15,0.062484450 / 0.426005990,cosmo
solvent_251 / solvent_618,0.70 / 0.30,298.15,0.171553120 / 0.540892350,cosmo
solvent_38 / solvent_419,0.70 / 0.30,298.15,0.060218560 / 0.190109270,cosmo
solvent_328 / solvent_199,0.70 / 0.30,298.15,0.000852730 / 0.009202400,cosmo
solvent_444 / solvent_626,0.70 / 0.30,298.15,-0.0716687 / -0.2489698,cosmo
solvent_375 / solvent_460,0.70 / 0.30,298.15,0.065988720 / 0.416587760,cosmo
solvent_624 / solvent_679,0.70 / 0.30,298.15,-0.06573065 / -0.19891033,cosmo
solvent_373 / solvent_256,0.70 / 0.30,298.15,-0.01375458 / -0.11815476,cosmo
solvent_546 / solvent_554,0.70 / 0.30,298.15,0.084509440 / 0.758452440,cosmo
solvent_326 / solvent_766,0.70 / 0.30,298.15,-0.10679476 / -0.45045718,cosmo
solvent_309 / solvent_663,0.70 / 0.30,298.15,0.147701650 / 0.589239890,cosmo
solvent_475 / solvent_513,0.70 / 0.30,298.15,-0.00345978 / -0.01422342,cosmo
solvent_748 / solvent_781,0.70 / 0.30,298.15,-0.01469822 / -0.11802,cosmo
solvent_418 / solvent_529,0.70 / 0.30,298.15,-0.00326954 / -0.01290088,cosmo
solvent_273 / solvent_472,0.70 / 0.30,298.15,0.008572280 / 0.097811820,cosmo
solvent_721 / solvent_762,0.70 / 0.30,298.15,0.048542810 / 0.139776940,cosmo
solvent_575 / solvent_682,0.70 / 0.30,298.15,0.035952750 / 0.543957370,cosmo
solvent_28 / solvent_440,0.70 / 0.30,298.15,0.076998790 / 0.147065250,cosmo
solvent_395 / solvent_590,0.70 / 0.30,298.15,0.168376990 / 1.127035290,cosmo
solvent_113 / solvent_579,0.70 / 0.30,298.15,0.059101100 / 0.656489850,cosmo
solvent_565 / solvent_110,0.70 / 0.30,298.15,0.108713900 / 0.894597850,cosmo
solvent_381 / solvent_465,0.70 / 0.30,298.15,0.084230590 / 0.260008670,cosmo
solvent_326 / solvent_123,0.70 / 0.30,298.15,0.055902120 / 0.288253970,cosmo
solvent_319 / solvent_354,0.70 / 0.30,298.15,-0.12368495 / -1.21626415,cosmo
solvent_288 / solvent_411,0.70 / 0.30,298.15,0.338631970 / 1.162689000,cosmo
solvent_698 / solvent_750,0.70 / 0.30,298.15,-0.02872676 / -0.12198795,cosmo
solvent_554 / solvent_693,0.70 / 0.30,298.15,0.011573540 / 0.029930660,cosmo
solvent_90 / solvent_448,0.70 / 0.30,298.15,0.025234960 / 0.288283700,cosmo
solvent_591 / solvent_598,0.70 / 0.30,298.15,-0.13193419 / -1.13692488,cosmo
solvent_319 / solvent_742,0.70 / 0.30,298.15,0.000342880 / -0.014827100,cosmo
solvent_321 / solvent_346,0.70 / 0.30,298.15,0.178723570 / 0.650299470,cosmo
solvent_287 / solvent_480,0.70 / 0.30,298.15,0.071294190 / 0.589028650,cosmo
solvent_268 / solvent_418,0.70 / 0.30,298.15,-0.02921113 / -0.158228,cosmo
solvent_298 / solvent_327,0.70 / 0.30,298.15,0.013619030 / 0.055461960,cosmo
solvent_392 / solvent_566,0.70 / 0.30,298.15,-0.03137087 / -0.10220392,cosmo
solvent_388 / solvent_544,0.70 / 0.30,298.15,-0.0128913 / -0.11887758,cosmo
solvent_600 / solvent_759,0.70 / 0.30,298.15,-0.01659354 / -0.05868366,cosmo
solvent_679 / solvent_734,0.70 / 0.30,298.15,-0.17515676 / -1.72744079,cosmo
solvent_363 / solvent_586,0.70 / 0.30,298.15,0.456818100 / 2.055216810,cosmo
solvent_289 / solvent_43,0.70 / 0.30,298.15,-0.02813574 / -0.36110499,cosmo
solvent_347 / solvent_43,0.70 / 0.30,298.15,-0.02203443 / -0.32077242,cosmo
solvent_613 / solvent_766,0.70 / 0.30,298.15,-0.16131059 / -0.47810168,cosmo
solvent_483 / solvent_721,0.70 / 0.30,298.15,-0.0550677 / -0.43868176,cosmo
solvent_355 / solvent_541,0.70 / 0.30,298.15,0.049358270 / 0.601644140,cosmo
solvent_629 / solvent_671,0.70 / 0.30,298.15,0.127686090 / 0.379971110,cosmo
solvent_74 / solvent_748,0.70 / 0.30,298.15,0.042145650 / 0.509451320,cosmo
solvent_329 / solvent_744,0.70 / 0.30,298.15,0.012748420 / 0.053625070,cosmo
solvent_675 / solvent_16,0.70 / 0.30,298.15,0.312454850 / 1.554182680,cosmo
solvent_550 / solvent_60,0.70 / 0.30,298.15,0.123664200 / 0.942590580,cosmo
solvent_489 / solvent_701,0.70 / 0.30,298.15,0.044691780 / 0.290412740,cosmo
solvent_434 / solvent_716,0.70 / 0.30,298.15,0.027236570 / 0.161261660,cosmo
solvent_337 / solvent_695,0.70 / 0.30,298.15,0.020975520 / 0.110244310,cosmo
solvent_198 / solvent_7,0.70 / 0.30,298.15,0.035638110 / 0.105934970,cosmo
solvent_512 / solvent_531,0.70 / 0.30,298.15,0.055240040 / 0.220534870,cosmo
solvent_268 / solvent_761,0.70 / 0.30,298.15,0.058088240 / 0.352194040,cosmo
solvent_23 / solvent_349,0.70 / 0.30,298.15,0.145041180 / 0.683175500,cosmo
solvent_290 / solvent_474,0.70 / 0.30,298.15,-0.23036889 / -1.1006294,cosmo
solvent_440 / solvent_686,0.70 / 0.30,298.15,-0.00431102 / -0.06170909,cosmo
solvent_300 / solvent_384,0.70 / 0.30,298.15,0.003150300 / 0.017883180,cosmo
solvent_373 / solvent_536,0.70 / 0.30,298.15,0.000868550 / 0.026570570,cosmo
solvent_211 / solvent_113,0.70 / 0.30,298.15,0.135635940 / 0.642473940,cosmo
solvent_418 / solvent_539,0.70 / 0.30,298.15,0.019443320 / 0.109130150,cosmo
solvent_248 / solvent_777,0.70 / 0.30,298.15,-0.00551941 / -0.02329062,cosmo
solvent_349 / solvent_568,0.70 / 0.30,298.15,0.014503670 / 0.069253090,cosmo
solvent_518 / solvent_137,0.70 / 0.30,298.15,0.731832020 / 1.743543420,cosmo
solvent_269 / solvent_168,0.70 / 0.30,298.15,-0.0778362 / -0.23334364,cosmo
solvent_325 / solvent_209,0.70 / 0.30,298.15,-0.00177041 / -0.00067152,cosmo
solvent_312 / solvent_584,0.70 / 0.30,298.15,-0.00013567 / 0.00990772,cosmo
solvent_359 / solvent_390,0.70 / 0.30,298.15,0.250967100 / 0.708556330,cosmo
solvent_46 / solvent_527,0.70 / 0.30,298.15,0.069115760 / 0.092290750,cosmo
solvent_63 / solvent_635,0.70 / 0.30,298.15,-0.29972204 / -0.91421503,cosmo
solvent_161 / solvent_689,0.70 / 0.30,298.15,-0.11682075 / -0.78992178,cosmo
solvent_413 / solvent_9,0.70 / 0.30,298.15,-0.08881551 / -0.11597087,cosmo
solvent_604 / solvent_658,0.70 / 0.30,298.15,0.132548080 / -2.232407620,cosmo
solvent_557 / solvent_740,0.70 / 0.30,298.15,-0.18365764 / -1.42944841,cosmo
solvent_656 / solvent_89,0.70 / 0.30,298.15,0.021818670 / 0.259616710,cosmo
solvent_453 / solvent_455,0.70 / 0.30,298.15,0.003903670 / 0.014415980,cosmo
solvent_450 / solvent_534,0.70 / 0.30,298.15,-0.00425327 / -0.04743622,cosmo
solvent_278 / solvent_585,0.70 / 0.30,298.15,0.018238880 / 0.133197830,cosmo
solvent_461 / solvent_629,0.70 / 0.30,298.15,0.015480620 / 0.146100460,cosmo
solvent_484 / solvent_640,0.70 / 0.30,298.15,0.000251870 / -0.000445660,cosmo
solvent_424 / solvent_773,0.70 / 0.30,298.15,0.047078140 / 0.091360570,cosmo
solvent_587 / solvent_760,0.70 / 0.30,298.15,0.119323580 / 0.275063250,cosmo
solvent_503 / solvent_30,0.70 / 0.30,298.15,0.049820670 / 0.614943420,cosmo
solvent_279 / solvent_590,0.70 / 0.30,298.15,0.069813070 / 0.450424570,cosmo
solvent_329 / solvent_702,0.70 / 0.30,298.15,0.009926100 / 0.080831890,cosmo
solvent_192 / solvent_633,0.70 / 0.30,298.15,0.009965730 / -0.061103730,cosmo
solvent_694 / solvent_695,0.70 / 0.30,298.15,-0.06070961 / -0.0472361,cosmo
solvent_115 / solvent_772,0.70 / 0.30,298.15,0.050685090 / 0.210400530,cosmo
solvent_248 / solvent_103,0.70 / 0.30,298.15,-0.00459691 / -0.02240935,cosmo
solvent_394 / solvent_555,0.70 / 0.30,298.15,0.014215630 / 0.070326820,cosmo
solvent_398 / solvent_658,0.70 / 0.30,298.15,-0.0159296 / 0.07843377,cosmo
solvent_292 / solvent_7,0.70 / 0.30,298.15,0.133060270 / 0.329508710,cosmo
solvent_297 / solvent_752,0.70 / 0.30,298.15,0.108575370 / 0.577185970,cosmo
solvent_368 / solvent_476,0.70 / 0.30,298.15,-0.08234855 / -0.3382808,cosmo
solvent_326 / solvent_788,0.70 / 0.30,298.15,-0.03132956 / -0.0628901,cosmo
solvent_119 / solvent_732,0.70 / 0.30,298.15,-0.0912704 / -1.21020689,cosmo
solvent_437 / solvent_748,0.70 / 0.30,298.15,-0.04233059 / -0.22127998,cosmo
solvent_429 / solvent_123,0.70 / 0.30,298.15,0.111053470 / 0.443686710,cosmo
solvent_19 / solvent_709,0.70 / 0.30,298.15,0.165374060 / 0.442190000,cosmo
solvent_306 / solvent_558,0.70 / 0.30,298.15,-0.01804474 / -0.11242763,cosmo
solvent_557 / solvent_748,0.70 / 0.30,298.15,0.009413620 / 0.069111250,cosmo
solvent_192 / solvent_492,0.70 / 0.30,298.15,-0.01744943 / -0.15666443,cosmo
solvent_271 / solvent_6,0.70 / 0.30,298.15,-0.03324506 / -0.10836815,cosmo
solvent_644 / solvent_103,0.70 / 0.30,298.15,-0.00069185 / -0.02249224,cosmo
solvent_138 / solvent_797,0.70 / 0.30,298.15,0.035177500 / -0.009166190,cosmo
solvent_526 / solvent_645,0.70 / 0.30,298.15,0.061699070 / 0.342647600,cosmo
solvent_611 / solvent_783,0.70 / 0.30,298.15,-0.00212433 / -0.01019039,cosmo
solvent_486 / solvent_561,0.70 / 0.30,298.15,-0.0010119 / 0.02155529,cosmo
solvent_359 / solvent_615,0.70 / 0.30,298.15,-0.01678674 / -0.051571,cosmo
solvent_361 / solvent_405,0.70 / 0.30,298.15,-0.06195819 / -0.37973561,cosmo
solvent_389 / solvent_136,0.70 / 0.30,298.15,0.136521610 / 0.980760950,cosmo
solvent_436 / solvent_203,0.70 / 0.30,298.15,0.067243320 / 0.264272990,cosmo
solvent_410 / solvent_442,0.70 / 0.30,298.15,0.130862900 / 0.474506980,cosmo
solvent_34 / solvent_737,0.70 / 0.30,298.15,0.138927680 / 0.396833570,cosmo
solvent_368 / solvent_780,0.70 / 0.30,298.15,0.041954090 / 0.376053160,cosmo
solvent_295 / solvent_28,0.70 / 0.30,298.15,0.013625370 / 0.097027190,cosmo
solvent_357 / solvent_188,0.70 / 0.30,298.15,0.075038030 / 0.493502940,cosmo
solvent_136 / solvent_639,0.70 / 0.30,298.15,0.111725720 / 0.459507160,cosmo
solvent_471 / solvent_648,0.70 / 0.30,298.15,0.004953240 / 0.020357380,cosmo
solvent_591 / solvent_757,0.70 / 0.30,298.15,0.033058250 / 0.101615020,cosmo
solvent_168 / solvent_560,0.70 / 0.30,298.15,-0.00936681 / -0.05982387,cosmo
solvent_410 / solvent_715,0.70 / 0.30,298.15,0.073131850 / 0.742461980,cosmo
solvent_142 / solvent_3,0.70 / 0.30,298.15,0.295109000 / 1.477343340,cosmo
solvent_314 / solvent_428,0.70 / 0.30,298.15,0.086074810 / 0.323853540,cosmo
solvent_51 / solvent_574,0.70 / 0.30,298.15,0.164111720 / 0.042635890,cosmo
solvent_341 / solvent_449,0.70 / 0.30,298.15,0.024533700 / 0.146961710,cosmo
solvent_358 / solvent_411,0.70 / 0.30,298.15,0.092589760 / 0.759468050,cosmo
solvent_332 / solvent_576,0.70 / 0.30,298.15,0.259457540 / 0.572626040,cosmo
solvent_361 / solvent_161,0.70 / 0.30,298.15,0.000857910 / 0.004508090,cosmo
solvent_559 / solvent_589,0.70 / 0.30,298.15,0.069184560 / 0.162965130,cosmo
solvent_374 / solvent_775,0.70 / 0.30,298.15,0.293395840 / 0.834962430,cosmo
solvent_290 / solvent_613,0.70 / 0.30,298.15,-0.11376775 / -0.96257634,cosmo
solvent_341 / solvent_71,0.70 / 0.30,298.15,0.005898920 / 0.037312120,cosmo
solvent_658 / solvent_771,0.70 / 0.30,298.15,0.044009080 / 0.117064680,cosmo
solvent_428 / solvent_179,0.70 / 0.30,298.15,0.038357530 / 0.220885110,cosmo
solvent_702 / solvent_730,0.70 / 0.30,298.15,-0.03180775 / -0.11877302,cosmo
solvent_43 / solvent_789,0.70 / 0.30,298.15,-0.06188924 / -0.20649493,cosmo
solvent_327 / solvent_728,0.70 / 0.30,298.15,0.199916500 / -0.256609500,cosmo
solvent_421 / solvent_684,0.70 / 0.30,298.15,0.015722430 / 0.011435330,cosmo
solvent_504 / solvent_517,0.70 / 0.30,298.15,-0.00393834 / 0.16756813,cosmo
solvent_317 / solvent_521,0.70 / 0.30,298.15,0.386596570 / 0.831209130,cosmo
solvent_616 / solvent_154,0.70 / 0.30,298.15,0.109152290 / 0.106780580,cosmo
solvent_580 / solvent_93,0.70 / 0.30,298.15,0.084730340 / 0.337580970,cosmo
solvent_59 / solvent_111,0.70 / 0.30,298.15,0.002956310 / 0.011487640,cosmo
solvent_533 / solvent_78,0.70 / 0.30,298.15,-0.00011667 / -0.00232669,cosmo
solvent_362 / solvent_568,0.70 / 0.30,298.15,0.009618090 / 0.015574340,cosmo
solvent_264 / solvent_549,0.70 / 0.30,298.15,-0.15083473 / -0.63017371,cosmo
solvent_281 / solvent_736,0.70 / 0.30,298.15,0.094319740 / 0.333306330,cosmo
solvent_380 / solvent_137,0.70 / 0.30,298.15,0.462593290 / 1.155391870,cosmo
solvent_15 / solvent_456,0.70 / 0.30,298.15,0.064661790 / 0.248248190,cosmo
solvent_564 / solvent_71,0.70 / 0.30,298.15,0.099424010 / 0.794488050,cosmo
solvent_278 / solvent_601,0.70 / 0.30,298.15,-0.13301761 / -0.73341826,cosmo
solvent_396 / solvent_552,0.70 / 0.30,298.15,-0.00249954 / -0.02188752,cosmo
solvent_459 / solvent_595,0.70 / 0.30,298.15,-0.25413862 / -0.28931549,cosmo
solvent_432 / solvent_655,0.70 / 0.30,298.15,-0.03843112 / -0.12289226,cosmo
solvent_545 / solvent_766,0.70 / 0.30,298.15,0.034524140 / 0.155302490,cosmo
solvent_251 / solvent_706,0.70 / 0.30,298.15,0.064221270 / 0.213844970,cosmo
solvent_525 / solvent_749,0.70 / 0.30,298.15,0.039347040 / 0.601989860,cosmo
solvent_486 / solvent_733,0.70 / 0.30,298.15,-0.00628087 / -0.0454718,cosmo
solvent_82 / solvent_216,0.70 / 0.30,298.15,0.263032590 / 0.096826010,cosmo
solvent_446 / solvent_789,0.70 / 0.30,298.15,0.026625050 / 0.143724110,cosmo
solvent_405 / solvent_531,0.70 / 0.30,298.15,-0.11826155 / -0.38669016,cosmo
solvent_619 / solvent_633,0.70 / 0.30,298.15,0.044561660 / 0.268315910,cosmo
solvent_385 / solvent_417,0.70 / 0.30,298.15,0.019797520 / 0.190732890,cosmo
solvent_544 / solvent_553,0.70 / 0.30,298.15,0.002481150 / 0.012870610,cosmo
solvent_162 / solvent_539,0.70 / 0.30,298.15,0.076883920 / 0.350364930,cosmo
solvent_109 / solvent_711,0.70 / 0.30,298.15,0.324237330 / 0.965355030,cosmo
solvent_118 / solvent_762,0.70 / 0.30,298.15,0.039618680 / 0.154991470,cosmo
solvent_470 / solvent_731,0.70 / 0.30,298.15,0.146397640 / 0.186723310,cosmo
solvent_495 / solvent_7,0.70 / 0.30,298.15,0.057877010 / 0.603499620,cosmo
solvent_380 / solvent_4,0.70 / 0.30,298.15,0.073012570 / 0.621904020,cosmo
solvent_657 / solvent_703,0.70 / 0.30,298.15,0.010572040 / 0.049227900,cosmo
solvent_421 / solvent_251,0.70 / 0.30,298.15,0.104783930 / 0.640497170,cosmo
solvent_63 / solvent_755,0.70 / 0.30,298.15,0.068636600 / 0.629602960,cosmo
solvent_451 / solvent_761,0.70 / 0.30,298.15,0.029264690 / 0.262485150,cosmo
solvent_289 / solvent_632,0.70 / 0.30,298.15,-0.03331613 / -0.27221268,cosmo
solvent_488 / solvent_750,0.70 / 0.30,298.15,-0.08363514 / -0.25806249,cosmo
solvent_521 / solvent_608,0.70 / 0.30,298.15,0.088579610 / 0.400141060,cosmo
solvent_362 / solvent_634,0.70 / 0.30,298.15,0.005424770 / 0.014404180,cosmo
solvent_28 / solvent_185,0.70 / 0.30,298.15,0.036041400 / 0.110506070,cosmo
solvent_446 / solvent_776,0.70 / 0.30,298.15,0.014389690 / 0.069757440,cosmo
solvent_352 / solvent_434,0.70 / 0.30,298.15,0.011042120 / -0.515666860,cosmo
solvent_561 / solvent_87,0.70 / 0.30,298.15,-0.04871907 / -0.50921311,cosmo
solvent_79 / solvent_456,0.70 / 0.30,298.15,0.089187480 / 0.722244540,cosmo
solvent_271 / solvent_511,0.70 / 0.30,298.15,-0.00919843 / -0.03852235,cosmo
solvent_595 / solvent_59,0.70 / 0.30,298.15,-0.21201956 / -2.59725735,cosmo
solvent_425 / solvent_536,0.70 / 0.30,298.15,0.024771860 / 0.103643310,cosmo
solvent_572 / solvent_671,0.70 / 0.30,298.15,0.207395750 / 0.929596200,cosmo
solvent_82 / solvent_663,0.70 / 0.30,298.15,-0.10217007 / -0.21938215,cosmo
solvent_548 / solvent_681,0.70 / 0.30,298.15,0.099811940 / 0.206241550,cosmo
solvent_289 / solvent_47,0.70 / 0.30,298.15,-0.02922862 / -0.2280398,cosmo
solvent_722 / solvent_738,0.70 / 0.30,298.15,-0.2139422 / -4.2507349,cosmo
solvent_264 / solvent_659,0.70 / 0.30,298.15,-0.42377471 / -0.97827147,cosmo
solvent_296 / solvent_362,0.70 / 0.30,298.15,-0.0196642 / -0.1202517,cosmo
solvent_496 / solvent_788,0.70 / 0.30,298.15,-0.00825113 / -0.04771335,cosmo
solvent_362 / solvent_706,0.70 / 0.30,298.15,-0.00759396 / -0.0865716,cosmo
solvent_325 / solvent_436,0.70 / 0.30,298.15,-0.00192297 / -0.01098167,cosmo
solvent_324 / solvent_637,0.70 / 0.30,298.15,0.068114660 / 0.219938440,cosmo
solvent_350 / solvent_665,0.70 / 0.30,298.15,-0.03225981 / -0.10707712,cosmo
solvent_596 / solvent_2,0.70 / 0.30,298.15,0.234322980 / 0.879172940,cosmo
solvent_654 / solvent_772,0.70 / 0.30,298.15,-0.08578549 / -0.22345691,cosmo
solvent_520 / solvent_66,0.70 / 0.30,298.15,0.005828080 / 0.027560220,cosmo
solvent_424 / solvent_455,0.70 / 0.30,298.15,0.050550160 / 0.243736350,cosmo
solvent_302 / solvent_539,0.70 / 0.30,298.15,-0.00428675 / -0.01755426,cosmo
solvent_382 / solvent_712,0.70 / 0.30,298.15,0.083066680 / 0.621569110,cosmo
solvent_694 / solvent_534,0.70 / 0.30,298.15,-0.03062283 / -0.01621027,cosmo
solvent_413 / solvent_664,0.70 / 0.30,298.15,-0.09394161 / -0.69028921,cosmo
solvent_294 / solvent_548,0.70 / 0.30,298.15,-0.02332314 / -0.13302122,cosmo
solvent_46 / solvent_432,0.70 / 0.30,298.15,0.047011750 / 0.330010490,cosmo
solvent_548 / solvent_109,0.70 / 0.30,298.15,0.013441530 / 0.082043320,cosmo
solvent_319 / solvent_406,0.70 / 0.30,298.15,0.024891430 / 0.184134940,cosmo
solvent_411 / solvent_437,0.70 / 0.30,298.15,0.181426020 / 1.232485790,cosmo
solvent_332 / solvent_489,0.70 / 0.30,298.15,-0.0266073 / -0.29614002,cosmo
solvent_689 / solvent_709,0.70 / 0.30,298.15,0.085953360 / 0.516639210,cosmo
solvent_268 / solvent_704,0.70 / 0.30,298.15,0.052747760 / 0.319928170,cosmo
solvent_607 / solvent_794,0.70 / 0.30,298.15,-0.5314285 / -2.01077362,cosmo
solvent_388 / solvent_172,0.70 / 0.30,298.15,-0.11712736 / -0.96462091,cosmo
solvent_747 / solvent_795,0.70 / 0.30,298.15,0.080163800 / 0.325881050,cosmo
solvent_579 / solvent_584,0.70 / 0.30,298.15,-0.00658038 / -0.05663756,cosmo
solvent_457 / solvent_168,0.70 / 0.30,298.15,0.037119220 / 0.094707800,cosmo
solvent_498 / solvent_60,0.70 / 0.30,298.15,0.377423490 / 2.471174980,cosmo
solvent_568 / solvent_724,0.70 / 0.30,298.15,-0.00517201 / -0.01795649,cosmo
solvent_284 / solvent_92,0.70 / 0.30,298.15,0.646124020 / 1.958699190,cosmo
solvent_345 / solvent_685,0.70 / 0.30,298.15,-0.15713988 / -0.64335827,cosmo
solvent_453 / solvent_720,0.70 / 0.30,298.15,0.136414220 / 0.633301980,cosmo
solvent_505 / solvent_540,0.70 / 0.30,298.15,0.054002530 / 0.426348980,cosmo
solvent_161 / solvent_740,0.70 / 0.30,298.15,-0.24189655 / -1.80698411,cosmo
solvent_316 / solvent_507,0.70 / 0.30,298.15,0.201289430 / 0.039410450,cosmo
solvent_728 / solvent_743,0.70 / 0.30,298.15,0.213029590 / 0.671885850,cosmo
solvent_307 / solvent_571,0.70 / 0.30,298.15,0.012719160 / 0.040721400,cosmo
solvent_373 / solvent_742,0.70 / 0.30,298.15,0.063114310 / 0.481247660,cosmo
solvent_294 / solvent_698,0.70 / 0.30,298.15,0.033445540 / 0.161762600,cosmo
solvent_397 / solvent_592,0.70 / 0.30,298.15,0.216795670 / 0.527112550,cosmo
solvent_393 / solvent_470,0.70 / 0.30,298.15,0.100689060 / 0.498653470,cosmo
solvent_413 / solvent_576,0.70 / 0.30,298.15,-0.01010782 / -0.08487788,cosmo
solvent_79 / solvent_604,0.70 / 0.30,298.15,-0.5496094 / -2.07170222,cosmo
solvent_493 / solvent_543,0.70 / 0.30,298.15,0.006489540 / 0.181149960,cosmo
solvent_407 / solvent_424,0.70 / 0.30,298.15,0.045032980 / 0.294127300,cosmo
solvent_340 / solvent_736,0.70 / 0.30,298.15,-0.01223435 / 0.08180656,cosmo
solvent_464 / solvent_536,0.70 / 0.30,298.15,0.063627610 / 0.212308250,cosmo
solvent_386 / solvent_520,0.70 / 0.30,298.15,-0.00557466 / -0.0428608,cosmo
solvent_18 / solvent_89,0.70 / 0.30,298.15,0.030621680 / 0.144240440,cosmo
solvent_549 / solvent_727,0.70 / 0.30,298.15,-0.00346609 / -0.02382744,cosmo
solvent_211 / solvent_576,0.70 / 0.30,298.15,0.240986100 / 0.468533510,cosmo
solvent_677 / solvent_154,0.70 / 0.30,298.15,-0.00106727 / -0.01514852,cosmo
solvent_556 / solvent_570,0.70 / 0.30,298.15,0.217964800 / 0.321234290,cosmo
solvent_558 / solvent_728,0.70 / 0.30,298.15,0.071735230 / 0.215084900,cosmo
solvent_58 / solvent_669,0.70 / 0.30,298.15,0.846985990 / 0.625659410,cosmo
solvent_549 / solvent_72,0.70 / 0.30,298.15,0.270176260 / 1.304469200,cosmo
solvent_347 / solvent_787,0.70 / 0.30,298.15,0.013705920 / 0.141374530,cosmo
solvent_392 / solvent_710,0.70 / 0.30,298.15,0.008630190 / 0.091419210,cosmo
solvent_442 / solvent_446,0.70 / 0.30,298.15,-0.01921897 / -0.2342885,cosmo
solvent_1 / solvent_630,0.70 / 0.30,298.15,0.072431360 / 0.332320520,cosmo
solvent_497 / solvent_710,0.70 / 0.30,298.15,-0.00506518 / -0.03211859,cosmo
solvent_588 / solvent_613,0.70 / 0.30,298.15,0.019793710 / 0.079432230,cosmo
solvent_582 / solvent_598,0.70 / 0.30,298.15,-0.04320166 / -0.1526248,cosmo
solvent_363 / solvent_502,0.70 / 0.30,298.15,0.189971760 / 0.496174320,cosmo
solvent_462 / solvent_325,0.70 / 0.30,298.15,0.011355120 / 0.079489850,cosmo
solvent_501 / solvent_229,0.70 / 0.30,298.15,0.088287680 / 0.854796390,cosmo
solvent_302 / solvent_612,0.70 / 0.30,298.15,-0.04543829 / -0.1648884,cosmo
solvent_265 / solvent_504,0.70 / 0.30,298.15,0.066855540 / 0.155940180,cosmo
solvent_581 / solvent_583,0.70 / 0.30,298.15,-0.02054475 / -0.13296772,cosmo
solvent_363 / solvent_443,0.70 / 0.30,298.15,0.051569050 / 0.288809430,cosmo
solvent_437 / solvent_601,0.70 / 0.30,298.15,-0.01006104 / -0.05054277,cosmo
solvent_364 / solvent_774,0.70 / 0.30,298.15,-0.00974764 / -0.04216615,cosmo
solvent_609 / solvent_698,0.70 / 0.30,298.15,-0.0116317 / -0.07465147,cosmo
solvent_6 / solvent_734,0.70 / 0.30,298.15,-0.11564638 / -0.60230423,cosmo
solvent_404 / solvent_678,0.70 / 0.30,298.15,0.045725980 / 0.237798000,cosmo
solvent_70 / solvent_788,0.70 / 0.30,298.15,0.052898670 / 0.314767510,cosmo
solvent_381 / solvent_598,0.70 / 0.30,298.15,-0.16617942 / -1.34459737,cosmo
solvent_683 / solvent_759,0.70 / 0.30,298.15,-0.17482368 / -0.48381711,cosmo
solvent_136 / solvent_643,0.70 / 0.30,298.15,0.135111180 / 0.311243540,cosmo
solvent_657 / solvent_715,0.70 / 0.30,298.15,0.003701000 / 0.015985890,cosmo
solvent_395 / solvent_421,0.70 / 0.30,298.15,0.043391930 / 0.332972220,cosmo
solvent_396 / solvent_679,0.70 / 0.30,298.15,-0.15048661 / -0.5093168,cosmo
solvent_263 / solvent_588,0.70 / 0.30,298.15,0.009078420 / 0.065092520,cosmo
solvent_28 / solvent_524,0.70 / 0.30,298.15,0.005360960 / -0.011302590,cosmo
solvent_392 / solvent_623,0.70 / 0.30,298.15,0.011920180 / 0.089983600,cosmo
solvent_343 / solvent_765,0.70 / 0.30,298.15,0.114485930 / 0.060690080,cosmo
solvent_554 / solvent_659,0.70 / 0.30,298.15,-0.0299415 / -0.10433676,cosmo
solvent_410 / solvent_721,0.70 / 0.30,298.15,0.066032120 / 0.632818900,cosmo
solvent_696 / solvent_706,0.70 / 0.30,298.15,0.009267870 / 0.006496880,cosmo
solvent_440 / solvent_447,0.70 / 0.30,298.15,-0.01300383 / -0.37233825,cosmo
solvent_376 / solvent_742,0.70 / 0.30,298.15,0.102320930 / 0.434298540,cosmo
solvent_678 / solvent_117,0.70 / 0.30,298.15,0.018195140 / 0.082423200,cosmo
solvent_329 / solvent_376,0.70 / 0.30,298.15,0.000285060 / 0.038769790,cosmo
solvent_352 / solvent_521,0.70 / 0.30,298.15,0.436695400 / 0.431034720,cosmo
solvent_566 / solvent_725,0.70 / 0.30,298.15,0.071988020 / 0.512774200,cosmo
solvent_498 / solvent_552,0.70 / 0.30,298.15,0.096237200 / 1.157579560,cosmo
solvent_450 / solvent_664,0.70 / 0.30,298.15,-0.01416995 / -0.04730747,cosmo
