solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_403 / solvent_513,1.00 / 0.00,298.15,0.000000000 / 0.065978570,cosmo
solvent_600 / solvent_123,1.00 / 0.00,298.15,0.000000000 / 0.990810960,cosmo
solvent_630 / solvent_645,1.00 / 0.00,298.15,0.000000000 / 0.861807020,cosmo
solvent_294 / solvent_374,1.00 / 0.00,298.15,0.000000000 / 0.380140170,cosmo
solvent_656 / solvent_668,1.00 / 0.00,298.15,0.000000000 / 0.146783960,cosmo
solvent_362 / solvent_397,1.00 / 0.00,298.15,0.000000000 / -0.381782550,cosmo
solvent_529 / solvent_578,1.00 / 0.00,298.15,0.000000000 / 1.061367230,cosmo
solvent_236 / solvent_780,1.00 / 0.00,298.15,0.000000000 / 2.381563570,cosmo
solvent_481 / solvent_681,1.00 / 0.00,298.15,0.000000000 / 0.961454370,cosmo
solvent_358 / solvent_472,1.00 / 0.00,298.15,0.000000000 / 0.647226020,cosmo
solvent_293 / solvent_328,1.00 / 0.00,298.15,0.000000000 / 2.569275370,cosmo
solvent_319 / solvent_56,1.00 / 0.00,298.15,0.000000000 / 0.083563450,cosmo
solvent_387 / solvent_642,1.00 / 0.00,298.15,0.000000000 / -0.166094150,cosmo
solvent_188 / solvent_760,1.00 / 0.00,298.15,0.000000000 / -4.075660540,cosmo
solvent_373 / solvent_757,1.00 / 0.00,298.15,0.000000000 / 0.294355240,cosmo
solvent_472 / solvent_172,1.00 / 0.00,298.15,0.000000000 / -2.316172150,cosmo
solvent_585 / solvent_682,1.00 / 0.00,298.15,0.000000000 / 0.453502490,cosmo
solvent_32 / solvent_732,1.00 / 0.00,298.15,0.000000000 / 0.214643980,cosmo
solvent_631 / solvent_640,1.00 / 0.00,298.15,0.000000000 / -0.319463550,cosmo
solvent_499 / solvent_748,1.00 / 0.00,298.15,0.000000000 / -0.087148450,cosmo
solvent_374 / solvent_498,1.00 / 0.00,298.15,0.000000000 / 7.571321910,cosmo
solvent_376 / solvent_645,1.00 / 0.00,298.15,0.000000000 / 0.658382020,cosmo
solvent_317 / solvent_520,1.00 / 0.00,298.15,0.000000000 / -0.081318020,cosmo
solvent_384 / solvent_471,1.00 / 0.00,298.15,0.000000000 / 0.187898060,cosmo
solvent_138 / solvent_590,1.00 / 0.00,298.15,0.000000000 / 2.477107300,cosmo
solvent_402 / solvent_109,1.00 / 0.00,298.15,0.000000000 / 0.150221530,cosmo
solvent_95 / solvent_118,1.00 / 0.00,298.15,0.000000000 / 0.477570870,cosmo
solvent_480 / solvent_1,1.00 / 0.00,298.15,0.000000000 / 0.662553270,cosmo
solvent_356 / solvent_453,1.00 / 0.00,298.15,0.000000000 / 0.431816790,cosmo
solvent_597 / solvent_795,1.00 / 0.00,298.15,0.000000000 / -1.241964920,cosmo
solvent_423 / solvent_546,1.00 / 0.00,298.15,0.000000000 / 1.137390710,cosmo
solvent_380 / solvent_741,1.00 / 0.00,298.15,0.000000000 / 2.163106150,cosmo
solvent_508 / solvent_545,1.00 / 0.00,298.15,0.000000000 / 0.565228440,cosmo
solvent_274 / solvent_550,1.00 / 0.00,298.15,0.000000000 / 1.077067900,cosmo
solvent_631 / solvent_645,1.00 / 0.00,298.15,0.000000000 / 0.675579970,cosmo
solvent_605 / solvent_649,1.00 / 0.00,298.15,0.000000000 / 0.424394360,cosmo
solvent_90 / solvent_121,1.00 / 0.00,298.15,0.000000000 / 0.233538820,cosmo
solvent_553 / solvent_740,1.00 / 0.00,298.15,0.000000000 / -0.400474680,cosmo
solvent_42 / solvent_729,1.00 / 0.00,298.15,0.000000000 / 2.566810190,cosmo
solvent_268 / solvent_347,1.00 / 0.00,298.15,0.000000000 / -0.309694300,cosmo
solvent_321 / solvent_158,1.00 / 0.00,298.15,0.000000000 / 0.289685450,cosmo
solvent_318 / solvent_377,1.00 / 0.00,298.15,0.000000000 / 0.939130610,cosmo
solvent_454 / solvent_191,1.00 / 0.00,298.15,0.000000000 / 0.165303970,cosmo
solvent_583 / solvent_702,1.00 / 0.00,298.15,0.000000000 / 0.596935450,cosmo
solvent_339 / solvent_12,1.00 / 0.00,298.15,0.000000000 / -0.054936950,cosmo
solvent_503 / solvent_517,1.00 / 0.00,298.15,0.000000000 / 0.192807050,cosmo
solvent_564 / solvent_691,1.00 / 0.00,298.15,0.000000000 / 2.249062680,cosmo
solvent_704 / solvent_705,1.00 / 0.00,298.15,0.000000000 / 0.002122070,cosmo
solvent_392 / solvent_669,1.00 / 0.00,298.15,0.000000000 / 0.110050010,cosmo
solvent_456 / solvent_579,1.00 / 0.00,298.15,0.000000000 / -0.126740220,cosmo
solvent_404 / solvent_638,1.00 / 0.00,298.15,0.000000000 / 1.329714730,cosmo
solvent_540 / solvent_70,1.00 / 0.00,298.15,0.000000000 / 0.117981660,cosmo
solvent_142 / solvent_26,1.00 / 0.00,298.15,0.000000000 / -1.515004290,cosmo
solvent_348 / solvent_88,1.00 / 0.00,298.15,0.000000000 / 0.535332330,cosmo
solvent_442 / solvent_572,1.00 / 0.00,298.15,0.000000000 / -0.049268610,cosmo
solvent_345 / solvent_477,1.00 / 0.00,298.15,0.000000000 / -1.724352480,cosmo
solvent_332 / solvent_779,1.00 / 0.00,298.15,0.000000000 / -0.060449000,cosmo
solvent_290 / solvent_404,1.00 / 0.00,298.15,0.000000000 / 1.889913840,cosmo
solvent_535 / solvent_627,1.00 / 0.00,298.15,0.000000000 / 0.739351280,cosmo
solvent_559 / solvent_631,1.00 / 0.00,298.15,0.000000000 / -0.080365880,cosmo
solvent_91 / solvent_78,1.00 / 0.00,298.15,0.000000000 / 1.319119830,cosmo
solvent_648 / solvent_689,1.00 / 0.00,298.15,0.000000000 / 1.109560470,cosmo
solvent_213 / solvent_236,1.00 / 0.00,298.15,0.000000000 / 8.996208950,cosmo
solvent_574 / solvent_659,1.00 / 0.00,298.15,0.000000000 / -0.583135890,cosmo
solvent_143 / solvent_502,1.00 / 0.00,298.15,0.000000000 / -0.680646270,cosmo
solvent_336 / solvent_348,1.00 / 0.00,298.15,0.000000000 / 0.167545010,cosmo
solvent_488 / solvent_775,1.00 / 0.00,298.15,0.000000000 / -0.341778470,cosmo
solvent_550 / solvent_636,1.00 / 0.00,298.15,0.000000000 / 0.070206130,cosmo
solvent_292 / solvent_728,1.00 / 0.00,298.15,0.000000000 / 0.492002210,cosmo
solvent_271 / solvent_780,1.00 / 0.00,298.15,0.000000000 / -0.092268500,cosmo
solvent_561 / solvent_123,1.00 / 0.00,298.15,0.000000000 / 2.037984210,cosmo
solvent_461 / solvent_34,1.00 / 0.00,298.15,0.000000000 / 1.219837990,cosmo
solvent_441 / solvent_495,1.00 / 0.00,298.15,0.000000000 / 0.004595510,cosmo
solvent_55 / solvent_645,1.00 / 0.00,298.15,0.000000000 / -0.230981450,cosmo
solvent_410 / solvent_446,1.00 / 0.00,298.15,0.000000000 / 0.825622300,cosmo
solvent_591 / solvent_747,1.00 / 0.00,298.15,0.000000000 / 0.276238710,cosmo
solvent_460 / solvent_719,1.00 / 0.00,298.15,0.000000000 / 0.008489830,cosmo
solvent_9 / solvent_779,1.00 / 0.00,298.15,0.000000000 / -0.207653560,cosmo
solvent_367 / solvent_617,1.00 / 0.00,298.15,0.000000000 / 0.567193430,cosmo
solvent_509 / solvent_795,1.00 / 0.00,298.15,0.000000000 / 1.709114430,cosmo
solvent_503 / solvent_553,1.00 / 0.00,298.15,0.000000000 / -0.043583260,cosmo
solvent_192 / solvent_475,1.00 / 0.00,298.15,0.000000000 / -0.546106490,cosmo
solvent_237 / solvent_695,1.00 / 0.00,298.15,0.000000000 / 0.838500240,cosmo
solvent_109 / solvent_660,1.00 / 0.00,298.15,0.000000000 / -0.353571010,cosmo
solvent_419 / solvent_4,1.00 / 0.00,298.15,0.000000000 / 2.333235860,cosmo
solvent_417 / solvent_788,1.00 / 0.00,298.15,0.000000000 / -0.293361610,cosmo
solvent_455 / solvent_510,1.00 / 0.00,298.15,0.000000000 / -1.175966930,cosmo
solvent_396 / solvent_642,1.00 / 0.00,298.15,0.000000000 / -0.090176830,cosmo
solvent_295 / solvent_315,1.00 / 0.00,298.15,0.000000000 / 1.162632930,cosmo
solvent_279 / solvent_327,1.00 / 0.00,298.15,0.000000000 / 0.142282890,cosmo
solvent_267 / solvent_273,1.00 / 0.00,298.15,0.000000000 / -0.656564040,cosmo
solvent_557 / solvent_172,1.00 / 0.00,298.15,0.000000000 / -2.437387640,cosmo
solvent_544 / solvent_689,1.00 / 0.00,298.15,0.000000000 / 2.147660410,cosmo
solvent_271 / solvent_402,1.00 / 0.00,298.15,0.000000000 / -0.069172780,cosmo
solvent_714 / solvent_111,1.00 / 0.00,298.15,0.000000000 / 1.091464700,cosmo
solvent_341 / solvent_672,1.00 / 0.00,298.15,0.000000000 / -0.456679270,cosmo
solvent_460 / solvent_561,1.00 / 0.00,298.15,0.000000000 / -2.001992600,cosmo
solvent_597 / solvent_735,1.00 / 0.00,298.15,0.000000000 / -1.207206370,cosmo
solvent_307 / solvent_440,1.00 / 0.00,298.15,0.000000000 / 0.081403040,cosmo
solvent_470 / solvent_60,1.00 / 0.00,298.15,0.000000000 / 1.972666420,cosmo
solvent_325 / solvent_526,1.00 / 0.00,298.15,0.000000000 / -0.315087610,cosmo
solvent_477 / solvent_547,1.00 / 0.00,298.15,0.000000000 / -0.220962510,cosmo
solvent_383 / solvent_443,1.00 / 0.00,298.15,0.000000000 / 0.705630600,cosmo
solvent_196 / solvent_762,1.00 / 0.00,298.15,0.000000000 / 17.558419670,cosmo
solvent_629 / solvent_118,1.00 / 0.00,298.15,0.000000000 / 0.080404120,cosmo
solvent_382 / solvent_437,1.00 / 0.00,298.15,0.000000000 / 0.374038970,cosmo
solvent_208 / solvent_762,1.00 / 0.00,298.15,0.000000000 / 0.310929060,cosmo
solvent_300 / solvent_416,1.00 / 0.00,298.15,0.000000000 / 0.346048750,cosmo
solvent_636 / solvent_710,1.00 / 0.00,298.15,0.000000000 / 1.506890240,cosmo
solvent_149 / solvent_651,1.00 / 0.00,298.15,0.000000000 / 0.749404900,cosmo
solvent_369 / solvent_476,1.00 / 0.00,298.15,0.000000000 / -0.406635390,cosmo
solvent_449 / solvent_502,1.00 / 0.00,298.15,0.000000000 / -0.153844870,cosmo
solvent_606 / solvent_793,1.00 / 0.00,298.15,0.000000000 / -0.244877980,cosmo
solvent_646 / solvent_760,1.00 / 0.00,298.15,0.000000000 / 3.469054550,cosmo
solvent_397 / solvent_47,1.00 / 0.00,298.15,0.000000000 / -0.029779020,cosmo
solvent_422 / solvent_630,1.00 / 0.00,298.15,0.000000000 / -1.861398040,cosmo
solvent_391 / solvent_580,1.00 / 0.00,298.15,0.000000000 / 0.202004790,cosmo
solvent_367 / solvent_665,1.00 / 0.00,298.15,0.000000000 / -0.380650850,cosmo
solvent_416 / solvent_427,1.00 / 0.00,298.15,0.000000000 / -0.255909880,cosmo
solvent_341 / solvent_65,1.00 / 0.00,298.15,0.000000000 / -0.149134110,cosmo
solvent_581 / solvent_13,1.00 / 0.00,298.15,0.000000000 / 0.359221070,cosmo
solvent_566 / solvent_614,1.00 / 0.00,298.15,0.000000000 / -0.606071480,cosmo
solvent_81 / solvent_250,1.00 / 0.00,298.15,0.000000000 / -0.449696620,cosmo
solvent_651 / solvent_708,1.00 / 0.00,298.15,0.000000000 / 0.207987550,cosmo
solvent_327 / solvent_382,1.00 / 0.00,298.15,0.000000000 / 2.389162770,cosmo
solvent_168 / solvent_660,1.00 / 0.00,298.15,0.000000000 / -0.054909940,cosmo
solvent_188 / solvent_782,1.00 / 0.00,298.15,0.000000000 / -0.085016010,cosmo
solvent_313 / solvent_325,1.00 / 0.00,298.15,0.000000000 / -0.070324150,cosmo
solvent_703 / solvent_746,1.00 / 0.00,298.15,0.000000000 / -0.589743320,cosmo
solvent_572 / solvent_577,1.00 / 0.00,298.15,0.000000000 / 0.022444440,cosmo
solvent_32 / solvent_709,1.00 / 0.00,298.15,0.000000000 / 0.653281280,cosmo
solvent_382 / solvent_565,1.00 / 0.00,298.15,0.000000000 / 0.092195020,cosmo
solvent_213 / solvent_452,1.00 / 0.00,298.15,0.000000000 / -0.030284990,cosmo
solvent_23 / solvent_456,1.00 / 0.00,298.15,0.000000000 / 1.121681960,cosmo
solvent_206 / solvent_525,1.00 / 0.00,298.15,0.000000000 / 2.852812270,cosmo
solvent_332 / solvent_645,1.00 / 0.00,298.15,0.000000000 / 1.789530920,cosmo
solvent_616 / solvent_724,1.00 / 0.00,298.15,0.000000000 / 0.127049190,cosmo
solvent_411 / solvent_717,1.00 / 0.00,298.15,0.000000000 / 5.957775620,cosmo
solvent_480 / solvent_62,1.00 / 0.00,298.15,0.000000000 / 0.740255380,cosmo
solvent_532 / solvent_674,1.00 / 0.00,298.15,0.000000000 / 0.530842210,cosmo
solvent_424 / solvent_216,1.00 / 0.00,298.15,0.000000000 / -3.894234520,cosmo
solvent_344 / solvent_746,1.00 / 0.00,298.15,0.000000000 / -0.193964890,cosmo
solvent_137 / solvent_594,1.00 / 0.00,298.15,0.000000000 / -0.899645630,cosmo
solvent_47 / solvent_725,1.00 / 0.00,298.15,0.000000000 / 1.995056690,cosmo
solvent_399 / solvent_435,1.00 / 0.00,298.15,0.000000000 / -0.048384280,cosmo
solvent_489 / solvent_2,1.00 / 0.00,298.15,0.000000000 / 0.115549640,cosmo
solvent_478 / solvent_6,1.00 / 0.00,298.15,0.000000000 / 0.378861160,cosmo
solvent_281 / solvent_795,1.00 / 0.00,298.15,0.000000000 / -1.373476800,cosmo
solvent_488 / solvent_567,1.00 / 0.00,298.15,0.000000000 / -0.129243870,cosmo
solvent_404 / solvent_406,1.00 / 0.00,298.15,0.000000000 / -0.193388120,cosmo
solvent_277 / solvent_390,1.00 / 0.00,298.15,0.000000000 / 0.334427610,cosmo
solvent_124 / solvent_653,1.00 / 0.00,298.15,0.000000000 / 0.529367370,cosmo
solvent_591 / solvent_659,1.00 / 0.00,298.15,0.000000000 / -0.110395800,cosmo
solvent_398 / solvent_625,1.00 / 0.00,298.15,0.000000000 / 0.164564560,cosmo
solvent_249 / solvent_536,1.00 / 0.00,298.15,0.000000000 / 0.617802130,cosmo
solvent_392 / solvent_601,1.00 / 0.00,298.15,0.000000000 / -0.069483670,cosmo
solvent_358 / solvent_719,1.00 / 0.00,298.15,0.000000000 / 1.102173090,cosmo
solvent_361 / solvent_532,1.00 / 0.00,298.15,0.000000000 / -0.291379910,cosmo
solvent_324 / solvent_703,1.00 / 0.00,298.15,0.000000000 / 0.195642000,cosmo
solvent_342 / solvent_472,1.00 / 0.00,298.15,0.000000000 / 0.106691110,cosmo
solvent_580 / solvent_751,1.00 / 0.00,298.15,0.000000000 / 0.151960980,cosmo
solvent_459 / solvent_551,1.00 / 0.00,298.15,0.000000000 / 0.200751660,cosmo
solvent_316 / solvent_623,1.00 / 0.00,298.15,0.000000000 / -0.007294190,cosmo
solvent_264 / solvent_650,1.00 / 0.00,298.15,0.000000000 / -1.521702450,cosmo
solvent_74 / solvent_716,1.00 / 0.00,298.15,0.000000000 / 2.580614910,cosmo
solvent_393 / solvent_791,1.00 / 0.00,298.15,0.000000000 / 0.515035520,cosmo
solvent_395 / solvent_659,1.00 / 0.00,298.15,0.000000000 / 0.582575900,cosmo
solvent_406 / solvent_19,1.00 / 0.00,298.15,0.000000000 / 1.809388370,cosmo
solvent_523 / solvent_736,1.00 / 0.00,298.15,0.000000000 / 0.324138090,cosmo
solvent_632 / solvent_794,1.00 / 0.00,298.15,0.000000000 / -0.874219450,cosmo
solvent_377 / solvent_381,1.00 / 0.00,298.15,0.000000000 / 1.451483100,cosmo
solvent_39 / solvent_611,1.00 / 0.00,298.15,0.000000000 / -0.161454610,cosmo
solvent_406 / solvent_600,1.00 / 0.00,298.15,0.000000000 / 0.212158570,cosmo
solvent_558 / solvent_792,1.00 / 0.00,298.15,0.000000000 / 0.016887580,cosmo
solvent_134 / solvent_216,1.00 / 0.00,298.15,0.000000000 / 7.375131020,cosmo
solvent_87 / solvent_791,1.00 / 0.00,298.15,0.000000000 / -0.729685960,cosmo
solvent_425 / solvent_495,1.00 / 0.00,298.15,0.000000000 / -0.561190140,cosmo
solvent_516 / solvent_698,1.00 / 0.00,298.15,0.000000000 / -0.074317480,cosmo
solvent_773 / solvent_787,1.00 / 0.00,298.15,0.000000000 / -0.066714210,cosmo
solvent_530 / solvent_53,1.00 / 0.00,298.15,0.000000000 / -0.023047160,cosmo
solvent_261 / solvent_8,1.00 / 0.00,298.15,0.000000000 / -0.609828800,cosmo
solvent_439 / solvent_13,1.00 / 0.00,298.15,0.000000000 / 1.395882990,cosmo
solvent_162 / solvent_552,1.00 / 0.00,298.15,0.000000000 / 0.728533250,cosmo
solvent_662 / solvent_702,1.00 / 0.00,298.15,0.000000000 / -0.449563150,cosmo
solvent_236 / solvent_640,1.00 / 0.00,298.15,0.000000000 / 1.467813800,cosmo
solvent_294 / solvent_534,1.00 / 0.00,298.15,0.000000000 / -0.233192310,cosmo
solvent_63 / solvent_394,1.00 / 0.00,298.15,0.000000000 / 0.997001320,cosmo
solvent_320 / solvent_488,1.00 / 0.00,298.15,0.000000000 / 0.011616870,cosmo
solvent_149 / solvent_117,1.00 / 0.00,298.15,0.000000000 / -0.975451890,cosmo
solvent_149 / solvent_766,1.00 / 0.00,298.15,0.000000000 / -0.343131540,cosmo
solvent_74 / solvent_792,1.00 / 0.00,298.15,0.000000000 / 1.869304690,cosmo
solvent_172 / solvent_56,1.00 / 0.00,298.15,0.000000000 / -2.408314270,cosmo
solvent_43 / solvent_8,1.00 / 0.00,298.15,0.000000000 / -1.021985830,cosmo
solvent_563 / solvent_700,1.00 / 0.00,298.15,0.000000000 / 2.244663660,cosmo
solvent_367 / solvent_199,1.00 / 0.00,298.15,0.000000000 / 1.120626040,cosmo
solvent_624 / solvent_667,1.00 / 0.00,298.15,0.000000000 / -0.760568600,cosmo
solvent_450 / solvent_592,1.00 / 0.00,298.15,0.000000000 / 5.612767830,cosmo
solvent_333 / solvent_522,1.00 / 0.00,298.15,0.000000000 / 0.046547180,cosmo
solvent_748 / solvent_771,1.00 / 0.00,298.15,0.000000000 / -0.003544500,cosmo
solvent_392 / solvent_100,1.00 / 0.00,298.15,0.000000000 / -2.971795680,cosmo
solvent_379 / solvent_649,1.00 / 0.00,298.15,0.000000000 / -0.297283190,cosmo
solvent_164 / solvent_94,1.00 / 0.00,298.15,0.000000000 / 0.417651200,cosmo
solvent_509 / solvent_513,1.00 / 0.00,298.15,0.000000000 / 4.094724710,cosmo
solvent_742 / solvent_777,1.00 / 0.00,298.15,0.000000000 / 1.273645200,cosmo
solvent_92 / solvent_784,1.00 / 0.00,298.15,0.000000000 / 5.438082040,cosmo
solvent_408 / solvent_725,1.00 / 0.00,298.15,0.000000000 / 0.599007840,cosmo
solvent_137 / solvent_191,1.00 / 0.00,298.15,0.000000000 / 5.811420890,cosmo
solvent_407 / solvent_643,1.00 / 0.00,298.15,0.000000000 / -0.179571030,cosmo
solvent_151 / solvent_449,1.00 / 0.00,298.15,0.000000000 / 1.118629550,cosmo
solvent_708 / solvent_72,1.00 / 0.00,298.15,0.000000000 / 7.086072760,cosmo
solvent_308 / solvent_355,1.00 / 0.00,298.15,0.000000000 / 2.250289670,cosmo
solvent_545 / solvent_619,1.00 / 0.00,298.15,0.000000000 / 0.079527680,cosmo
solvent_597 / solvent_175,1.00 / 0.00,298.15,0.000000000 / 0.616260960,cosmo
solvent_358 / solvent_588,1.00 / 0.00,298.15,0.000000000 / 0.514737060,cosmo
solvent_282 / solvent_414,1.00 / 0.00,298.15,0.000000000 / 0.295926760,cosmo
solvent_614 / solvent_763,1.00 / 0.00,298.15,0.000000000 / 1.208973120,cosmo
solvent_534 / solvent_789,1.00 / 0.00,298.15,0.000000000 / 0.602522350,cosmo
solvent_274 / solvent_781,1.00 / 0.00,298.15,0.000000000 / 0.395058160,cosmo
solvent_403 / solvent_646,1.00 / 0.00,298.15,0.000000000 / 0.845037640,cosmo
solvent_468 / solvent_713,1.00 / 0.00,298.15,0.000000000 / 0.422920400,cosmo
solvent_598 / solvent_70,1.00 / 0.00,298.15,0.000000000 / -2.378905280,cosmo
solvent_382 / solvent_400,1.00 / 0.00,298.15,0.000000000 / 0.589621190,cosmo
solvent_481 / solvent_601,1.00 / 0.00,298.15,0.000000000 / 0.334577930,cosmo
solvent_547 / solvent_620,1.00 / 0.00,298.15,0.000000000 / 2.854956670,cosmo
solvent_696 / solvent_154,1.00 / 0.00,298.15,0.000000000 / -0.184205630,cosmo
solvent_461 / solvent_621,1.00 / 0.00,298.15,0.000000000 / 0.223606830,cosmo
solvent_445 / solvent_785,1.00 / 0.00,298.15,0.000000000 / 0.034178660,cosmo
solvent_393 / solvent_523,1.00 / 0.00,298.15,0.000000000 / -0.011683730,cosmo
solvent_44 / solvent_783,1.00 / 0.00,298.15,0.000000000 / 0.762159310,cosmo
solvent_683 / solvent_782,1.00 / 0.00,298.15,0.000000000 / 0.241459620,cosmo
solvent_124 / solvent_682,1.00 / 0.00,298.15,0.000000000 / 0.824817370,cosmo
solvent_414 / solvent_476,1.00 / 0.00,298.15,0.000000000 / -0.938418200,cosmo
solvent_264 / solvent_755,1.00 / 0.00,298.15,0.000000000 / 0.028688390,cosmo
solvent_323 / solvent_763,1.00 / 0.00,298.15,0.000000000 / 2.458933220,cosmo
solvent_460 / solvent_636,1.00 / 0.00,298.15,0.000000000 / -0.186944030,cosmo
solvent_638 / solvent_793,1.00 / 0.00,298.15,0.000000000 / 0.511707630,cosmo
solvent_179 / solvent_525,1.00 / 0.00,298.15,0.000000000 / 2.455218060,cosmo
solvent_714 / solvent_59,1.00 / 0.00,298.15,0.000000000 / 3.678624720,cosmo
solvent_296 / solvent_691,1.00 / 0.00,298.15,0.000000000 / 0.118338170,cosmo
solvent_444 / solvent_797,1.00 / 0.00,298.15,0.000000000 / -3.208656300,cosmo
solvent_349 / solvent_686,1.00 / 0.00,298.15,0.000000000 / 0.595099860,cosmo
solvent_271 / solvent_572,1.00 / 0.00,298.15,0.000000000 / -0.005217970,cosmo
solvent_554 / solvent_649,1.00 / 0.00,298.15,0.000000000 / -0.035912000,cosmo
solvent_492 / solvent_670,1.00 / 0.00,298.15,0.000000000 / 1.743233620,cosmo
solvent_388 / solvent_713,1.00 / 0.00,298.15,0.000000000 / -0.352013890,cosmo
solvent_61 / solvent_638,1.00 / 0.00,298.15,0.000000000 / 0.013454420,cosmo
solvent_305 / solvent_772,1.00 / 0.00,298.15,0.000000000 / 1.013239060,cosmo
solvent_385 / solvent_664,1.00 / 0.00,298.15,0.000000000 / -0.813254500,cosmo
solvent_307 / solvent_577,1.00 / 0.00,298.15,0.000000000 / 0.165150740,cosmo
solvent_352 / solvent_499,1.00 / 0.00,298.15,0.000000000 / 0.366247520,cosmo
solvent_449 / solvent_784,1.00 / 0.00,298.15,0.000000000 / 0.090504000,cosmo
solvent_275 / solvent_536,1.00 / 0.00,298.15,0.000000000 / -0.017687880,cosmo
solvent_268 / solvent_460,1.00 / 0.00,298.15,0.000000000 / 0.427192020,cosmo
solvent_427 / solvent_39,1.00 / 0.00,298.15,0.000000000 / -0.087712820,cosmo
solvent_526 / solvent_612,1.00 / 0.00,298.15,0.000000000 / 0.110151210,cosmo
solvent_499 / solvent_564,1.00 / 0.00,298.15,0.000000000 / -0.284344790,cosmo
solvent_34 / solvent_761,1.00 / 0.00,298.15,0.000000000 / 0.614591020,cosmo
solvent_461 / solvent_129,1.00 / 0.00,298.15,0.000000000 / 1.398794740,cosmo
solvent_424 / solvent_514,1.00 / 0.00,298.15,0.000000000 / 4.628047880,cosmo
solvent_348 / solvent_572,1.00 / 0.00,298.15,0.000000000 / 0.032223210,cosmo
solvent_56 / solvent_778,1.00 / 0.00,298.15,0.000000000 / -0.385204360,cosmo
solvent_337 / solvent_769,1.00 / 0.00,298.15,0.000000000 / 0.447004650,cosmo
solvent_328 / solvent_450,1.00 / 0.00,298.15,0.000000000 / 0.143774710,cosmo
solvent_337 / solvent_160,1.00 / 0.00,298.15,0.000000000 / 1.677364010,cosmo
solvent_302 / solvent_393,1.00 / 0.00,298.15,0.000000000 / 0.942522950,cosmo
solvent_457 / solvent_538,1.00 / 0.00,298.15,0.000000000 / 1.912648170,cosmo
solvent_397 / solvent_496,1.00 / 0.00,298.15,0.000000000 / 0.009005190,cosmo
solvent_596 / solvent_70,1.00 / 0.00,298.15,0.000000000 / -1.089823950,cosmo
solvent_336 / solvent_506,1.00 / 0.00,298.15,0.000000000 / 1.600290100,cosmo
solvent_109 / solvent_651,1.00 / 0.00,298.15,0.000000000 / 0.051054800,cosmo
solvent_287 / solvent_457,1.00 / 0.00,298.15,0.000000000 / 1.406932950,cosmo
solvent_112 / solvent_570,1.00 / 0.00,298.15,0.000000000 / 0.386715860,cosmo
solvent_367 / solvent_591,1.00 / 0.00,298.15,0.000000000 / 1.453964650,cosmo
solvent_354 / solvent_678,1.00 / 0.00,298.15,0.000000000 / 0.123726170,cosmo
solvent_250 / solvent_748,1.00 / 0.00,298.15,0.000000000 / -0.132931960,cosmo
solvent_429 / solvent_453,1.00 / 0.00,298.15,0.000000000 / -0.708342800,cosmo
solvent_312 / solvent_228,1.00 / 0.00,298.15,0.000000000 / 0.020086490,cosmo
solvent_397 / solvent_668,1.00 / 0.00,298.15,0.000000000 / -0.567196320,cosmo
solvent_593 / solvent_690,1.00 / 0.00,298.15,0.000000000 / 2.055793100,cosmo
solvent_199 / solvent_667,1.00 / 0.00,298.15,0.000000000 / -0.168246030,cosmo
solvent_182 / solvent_361,1.00 / 0.00,298.15,0.000000000 / -0.680604280,cosmo
solvent_445 / solvent_531,1.00 / 0.00,298.15,0.000000000 / -2.691777050,cosmo
solvent_545 / solvent_534,1.00 / 0.00,298.15,0.000000000 / -0.213456220,cosmo
solvent_15 / solvent_52,1.00 / 0.00,298.15,0.000000000 / -0.365102970,cosmo
solvent_143 / solvent_94,1.00 / 0.00,298.15,0.000000000 / -0.502778150,cosmo
solvent_430 / solvent_450,1.00 / 0.00,298.15,0.000000000 / -0.128178810,cosmo
solvent_503 / solvent_662,1.00 / 0.00,298.15,0.000000000 / -0.488748750,cosmo
solvent_311 / solvent_143,1.00 / 0.00,298.15,0.000000000 / -0.240106360,cosmo
solvent_642 / solvent_649,1.00 / 0.00,298.15,0.000000000 / -0.075127140,cosmo
solvent_391 / solvent_633,1.00 / 0.00,298.15,0.000000000 / 0.798134610,cosmo
solvent_380 / solvent_16,1.00 / 0.00,298.15,0.000000000 / 3.211165500,cosmo
solvent_526 / solvent_575,1.00 / 0.00,298.15,0.000000000 / -0.694105710,cosmo
solvent_410 / solvent_433,1.00 / 0.00,298.15,0.000000000 / 0.024096340,cosmo
solvent_453 / solvent_593,1.00 / 0.00,298.15,0.000000000 / 1.670558510,cosmo
solvent_355 / solvent_446,1.00 / 0.00,298.15,0.000000000 / 0.488396040,cosmo
solvent_665 / solvent_790,1.00 / 0.00,298.15,0.000000000 / 0.944130600,cosmo
solvent_709 / solvent_751,1.00 / 0.00,298.15,0.000000000 / 0.311473480,cosmo
solvent_280 / solvent_43,1.00 / 0.00,298.15,0.000000000 / -0.344819070,cosmo
solvent_295 / solvent_129,1.00 / 0.00,298.15,0.000000000 / 0.588647020,cosmo
solvent_473 / solvent_492,1.00 / 0.00,298.15,0.000000000 / -0.682196070,cosmo
solvent_369 / solvent_759,1.00 / 0.00,298.15,0.000000000 / -1.337199620,cosmo
solvent_411 / solvent_142,1.00 / 0.00,298.15,0.000000000 / -0.577716740,cosmo
solvent_403 / solvent_693,1.00 / 0.00,298.15,0.000000000 / 1.501469450,cosmo
