solv_i_id,molefrac_i,ln_gamma_i
solvent_177 / solvent_444 / solvent_825,0.70 / 0.15 / 0.15,-0.012886440 / 0.151813440 / -0.020931470
solvent_81 / solvent_96 / solvent_337,0.70 / 0.15 / 0.15,0.044275940 / 0.900447910 / 0.186839920
solvent_89 / solvent_522 / solvent_602,0.70 / 0.15 / 0.15,0.085561130 / 1.076132130 / 0.202803320
solvent_1 / solvent_421 / solvent_749,0.70 / 0.15 / 0.15,0.126810520 / -0.226281350 / 0.657823890
solvent_456 / solvent_789 / solvent_837,0.70 / 0.15 / 0.15,-0.012853130 / 0.339965680 / 0.021471680
solvent_22 / solvent_191 / solvent_459,0.70 / 0.15 / 0.15,-0.001825600 / 0.009528400 / -0.189290050
solvent_74 / solvent_213 / solvent_714,0.70 / 0.15 / 0.15,0.109505600 / -0.526216530 / 1.579548990
solvent_30 / solvent_255 / solvent_468,0.70 / 0.15 / 0.15,0.016806710 / 1.053223990 / 0.010518870
solvent_161 / solvent_338 / solvent_660,0.70 / 0.15 / 0.15,0.095486240 / 0.856661800 / 0.003428910
solvent_36 / solvent_240 / solvent_425,0.70 / 0.15 / 0.15,0.088616650 / 0.014019100 / 1.496615660
solvent_104 / solvent_506 / solvent_508,0.70 / 0.15 / 0.15,-0.064345630 / -3.239139880 / 0.576991070
solvent_197 / solvent_600 / solvent_838,0.70 / 0.15 / 0.15,0.069159760 / 1.205538330 / 0.086318070
solvent_313 / solvent_459 / solvent_557,0.70 / 0.15 / 0.15,0.134033890 / 0.219288020 / 1.661452330
solvent_194 / solvent_212 / solvent_661,0.70 / 0.15 / 0.15,0.127455960 / 0.316748040 / 0.553704410
solvent_566 / solvent_610 / solvent_815,0.70 / 0.15 / 0.15,0.006362470 / -0.065695170 / -0.572125020
solvent_235 / solvent_391 / solvent_649,0.70 / 0.15 / 0.15,-0.146412000 / -0.681126380 / 0.278273490
solvent_622 / solvent_750 / solvent_844,0.70 / 0.15 / 0.15,0.045007220 / 0.338591010 / 1.630577330
solvent_530 / solvent_652 / solvent_791,0.70 / 0.15 / 0.15,-0.005874540 / -0.022177940 / -0.024519050
solvent_367 / solvent_559 / solvent_799,0.70 / 0.15 / 0.15,-0.306473500 / -0.515539990 / -0.813262780
solvent_450 / solvent_468 / solvent_650,0.70 / 0.15 / 0.15,0.024391300 / 0.104417070 / 0.530079080
solvent_294 / solvent_517 / solvent_572,0.70 / 0.15 / 0.15,-0.094703920 / -0.180437440 / -1.787237480
solvent_55 / solvent_132 / solvent_647,0.70 / 0.15 / 0.15,-0.028638400 / -1.156235620 / 0.000183420
solvent_59 / solvent_121 / solvent_718,0.70 / 0.15 / 0.15,0.061202720 / 0.054864280 / 0.355789940
solvent_280 / solvent_336 / solvent_704,0.70 / 0.15 / 0.15,-0.008464780 / -0.348358620 / 0.238117110
solvent_85 / solvent_262 / solvent_643,0.70 / 0.15 / 0.15,0.018010700 / -0.058874090 / 0.339629220
solvent_373 / solvent_445 / solvent_685,0.70 / 0.15 / 0.15,0.001091610 / -0.055124260 / 0.126065690
solvent_235 / solvent_243 / solvent_675,0.70 / 0.15 / 0.15,0.020873870 / -4.398932060 / 1.188794110
solvent_322 / solvent_639 / solvent_799,0.70 / 0.15 / 0.15,-0.061050730 / -0.099288600 / -0.108968730
solvent_145 / solvent_391 / solvent_592,0.70 / 0.15 / 0.15,0.093683940 / 0.693183030 / 0.142870920
solvent_59 / solvent_445 / solvent_841,0.70 / 0.15 / 0.15,-0.014685690 / -0.101422850 / -0.244289830
solvent_113 / solvent_628 / solvent_708,0.70 / 0.15 / 0.15,0.074383940 / 0.214127280 / 2.936529150
solvent_111 / solvent_574 / solvent_791,0.70 / 0.15 / 0.15,-0.010501890 / -0.339508680 / -0.041493990
solvent_172 / solvent_200 / solvent_748,0.70 / 0.15 / 0.15,0.000185380 / 0.008162450 / -0.012372090
solvent_6 / solvent_110 / solvent_579,0.70 / 0.15 / 0.15,0.048235740 / 0.023607480 / 0.226990830
solvent_467 / solvent_652 / solvent_808,0.70 / 0.15 / 0.15,-0.026107380 / 1.027758900 / 0.734571500
solvent_199 / solvent_361 / solvent_385,0.70 / 0.15 / 0.15,-0.016285880 / -0.112365350 / -0.891032380
solvent_501 / solvent_525 / solvent_710,0.70 / 0.15 / 0.15,-0.026438610 / 0.465710290 / -1.682287150
solvent_507 / solvent_590 / solvent_687,0.70 / 0.15 / 0.15,0.004629270 / -0.249607780 / 0.268119320
solvent_142 / solvent_413 / solvent_725,0.70 / 0.15 / 0.15,0.205034810 / 0.266488850 / -1.445154920
solvent_11 / solvent_169 / solvent_414,0.70 / 0.15 / 0.15,-0.021739180 / -0.079035030 / -0.105297560
solvent_348 / solvent_531 / solvent_844,0.70 / 0.15 / 0.15,0.062408260 / 1.696791980 / 1.635000900
solvent_554 / solvent_595 / solvent_713,0.70 / 0.15 / 0.15,0.034797200 / 0.395642450 / -0.011120390
solvent_39 / solvent_423 / solvent_742,0.70 / 0.15 / 0.15,0.015104010 / 0.621919640 / 0.461950000
solvent_750 / solvent_827 / solvent_831,0.70 / 0.15 / 0.15,-0.014630340 / -0.265562730 / 0.157286890
solvent_246 / solvent_314 / solvent_585,0.70 / 0.15 / 0.15,-0.003325040 / -0.223897910 / 0.027110980
solvent_254 / solvent_323 / solvent_524,0.70 / 0.15 / 0.15,0.181273860 / 0.143480410 / 2.411158090
solvent_110 / solvent_336 / solvent_650,0.70 / 0.15 / 0.15,-0.028880830 / -0.455061850 / 0.272193430
solvent_177 / solvent_382 / solvent_594,0.70 / 0.15 / 0.15,0.176159200 / 1.592151370 / -0.266034390
solvent_329 / solvent_476 / solvent_718,0.70 / 0.15 / 0.15,0.048709830 / 0.729618770 / -0.108023240
solvent_403 / solvent_746 / solvent_822,0.70 / 0.15 / 0.15,-0.046685050 / -0.962023890 / -0.525326600
solvent_30 / solvent_718 / solvent_820,0.70 / 0.15 / 0.15,0.023209920 / 0.586047800 / -0.092630430
solvent_362 / solvent_452 / solvent_591,0.70 / 0.15 / 0.15,0.040326490 / 0.592379990 / 0.298029590
solvent_13 / solvent_577 / solvent_593,0.70 / 0.15 / 0.15,0.063403760 / 0.707488300 / 0.036975090
solvent_236 / solvent_623 / solvent_634,0.70 / 0.15 / 0.15,-0.008929350 / 0.001592400 / 0.126786810
solvent_266 / solvent_449 / solvent_770,0.70 / 0.15 / 0.15,-0.082669590 / 0.132219750 / -1.257222190
solvent_45 / solvent_477 / solvent_556,0.70 / 0.15 / 0.15,0.089880750 / 0.359771380 / -0.750313180
solvent_44 / solvent_99 / solvent_175,0.70 / 0.15 / 0.15,0.014635860 / -0.048162050 / -0.344982560
solvent_205 / solvent_471 / solvent_728,0.70 / 0.15 / 0.15,0.012537270 / -0.179054750 / 0.494592070
solvent_229 / solvent_587 / solvent_745,0.70 / 0.15 / 0.15,-0.023223570 / 0.148531450 / -0.171329120
solvent_107 / solvent_164 / solvent_711,0.70 / 0.15 / 0.15,0.080425710 / 1.004890630 / -0.004269520
solvent_63 / solvent_436 / solvent_695,0.70 / 0.15 / 0.15,0.130809200 / 0.109567270 / 0.209489450
solvent_163 / solvent_365 / solvent_725,0.70 / 0.15 / 0.15,-0.018476950 / 0.594121110 / -1.686964020
solvent_53 / solvent_662 / solvent_770,0.70 / 0.15 / 0.15,-0.114735060 / -0.129340730 / -1.217264490
solvent_57 / solvent_96 / solvent_828,0.70 / 0.15 / 0.15,-0.003521290 / -0.140782190 / -0.022861610
solvent_166 / solvent_580 / solvent_687,0.70 / 0.15 / 0.15,0.073829130 / 1.322729910 / 0.158001940
solvent_166 / solvent_227 / solvent_589,0.70 / 0.15 / 0.15,0.086055930 / 0.844330740 / -0.111630860
solvent_268 / solvent_278 / solvent_725,0.70 / 0.15 / 0.15,0.009792210 / -0.072024900 / 0.293603040
solvent_9 / solvent_152 / solvent_585,0.70 / 0.15 / 0.15,-0.002612190 / 0.271663400 / 0.014691990
solvent_513 / solvent_789 / solvent_805,0.70 / 0.15 / 0.15,0.034569390 / 0.416549620 / 0.057748960
solvent_415 / solvent_600 / solvent_661,0.70 / 0.15 / 0.15,0.071193630 / 1.135749860 / -0.241924950
solvent_133 / solvent_584 / solvent_767,0.70 / 0.15 / 0.15,0.043139910 / 0.541044650 / 0.540995770
solvent_575 / solvent_649 / solvent_780,0.70 / 0.15 / 0.15,0.259074930 / -0.476552600 / 3.983392010
solvent_269 / solvent_668 / solvent_759,0.70 / 0.15 / 0.15,-0.018579970 / -0.006402980 / 0.014585020
solvent_61 / solvent_93 / solvent_397,0.70 / 0.15 / 0.15,0.090146650 / 0.707872310 / -0.009098250
solvent_7 / solvent_36 / solvent_690,0.70 / 0.15 / 0.15,-0.050193140 / -0.329578060 / 0.138144720
solvent_215 / solvent_226 / solvent_680,0.70 / 0.15 / 0.15,-0.001657680 / 0.001559090 / -0.035047110
solvent_85 / solvent_454 / solvent_651,0.70 / 0.15 / 0.15,0.000063660 / -0.004817430 / -0.106204840
solvent_242 / solvent_707 / solvent_842,0.70 / 0.15 / 0.15,0.435758810 / 2.739531730 / 0.859048520
solvent_143 / solvent_339 / solvent_376,0.70 / 0.15 / 0.15,-0.502263210 / -2.225046560 / -1.732369270
solvent_124 / solvent_260 / solvent_504,0.70 / 0.15 / 0.15,-0.021079640 / -0.204598180 / 0.099297700
solvent_57 / solvent_81 / solvent_693,0.70 / 0.15 / 0.15,0.011079830 / 0.500391660 / 0.077410490
solvent_279 / solvent_359 / solvent_589,0.70 / 0.15 / 0.15,-0.074707700 / -0.704098990 / -0.238914370
solvent_464 / solvent_605 / solvent_666,0.70 / 0.15 / 0.15,0.174168880 / -0.130966590 / 2.340862350
solvent_188 / solvent_471 / solvent_844,0.70 / 0.15 / 0.15,0.086499790 / 0.158955330 / 2.033643340
solvent_321 / solvent_377 / solvent_635,0.70 / 0.15 / 0.15,-0.007264600 / -0.933962720 / -0.281154590
solvent_178 / solvent_213 / solvent_640,0.70 / 0.15 / 0.15,-0.001338630 / 0.246555150 / -0.353815700
solvent_252 / solvent_287 / solvent_627,0.70 / 0.15 / 0.15,0.001153610 / -0.045788690 / -0.223985670
solvent_470 / solvent_475 / solvent_534,0.70 / 0.15 / 0.15,0.019788250 / -0.001549230 / -0.030173670
solvent_398 / solvent_641 / solvent_670,0.70 / 0.15 / 0.15,0.056555690 / -0.639555510 / 0.461951100
solvent_344 / solvent_463 / solvent_744,0.70 / 0.15 / 0.15,-0.017694550 / -0.083938150 / 0.077795340
solvent_167 / solvent_336 / solvent_625,0.70 / 0.15 / 0.15,0.073525420 / 0.159184750 / 0.577377140
solvent_30 / solvent_654 / solvent_814,0.70 / 0.15 / 0.15,-0.050786970 / -0.482227460 / 0.059470340
solvent_573 / solvent_700 / solvent_787,0.70 / 0.15 / 0.15,-0.072913850 / -0.057484340 / -0.972052770
solvent_48 / solvent_210 / solvent_726,0.70 / 0.15 / 0.15,-0.025738980 / -0.309726730 / -0.085843900
solvent_312 / solvent_447 / solvent_571,0.70 / 0.15 / 0.15,-0.196540980 / -4.356413490 / -0.252634160
solvent_12 / solvent_21 / solvent_671,0.70 / 0.15 / 0.15,0.041640020 / 0.643836660 / 0.391521290
solvent_54 / solvent_105 / solvent_121,0.70 / 0.15 / 0.15,-0.119125800 / -0.336200090 / -1.220227040
solvent_362 / solvent_374 / solvent_408,0.70 / 0.15 / 0.15,0.004940090 / 0.168880380 / 0.059115760
solvent_199 / solvent_467 / solvent_582,0.70 / 0.15 / 0.15,-0.012841930 / -0.145515380 / -0.054689370
solvent_40 / solvent_104 / solvent_488,0.70 / 0.15 / 0.15,0.006831500 / -0.546938520 / -0.820728980
solvent_177 / solvent_470 / solvent_511,0.70 / 0.15 / 0.15,-0.016196030 / -0.252713610 / -0.066327710
solvent_228 / solvent_586 / solvent_597,0.70 / 0.15 / 0.15,0.005795410 / 0.071633620 / 0.179594480
solvent_307 / solvent_556 / solvent_819,0.70 / 0.15 / 0.15,0.049562050 / 0.491676030 / -0.041030820
solvent_138 / solvent_457 / solvent_722,0.70 / 0.15 / 0.15,0.079779740 / 0.408037080 / -0.064616510
solvent_473 / solvent_513 / solvent_825,0.70 / 0.15 / 0.15,0.023607670 / 0.255089840 / 0.134654400
solvent_293 / solvent_519 / solvent_599,0.70 / 0.15 / 0.15,0.066122640 / -0.133899390 / 1.749258250
solvent_55 / solvent_454 / solvent_696,0.70 / 0.15 / 0.15,0.027496250 / 0.222993600 / -0.089669160
solvent_110 / solvent_348 / solvent_651,0.70 / 0.15 / 0.15,-0.023956150 / -0.073239110 / -0.050216310
solvent_557 / solvent_571 / solvent_793,0.70 / 0.15 / 0.15,0.086583870 / 1.291093670 / 0.218281760
solvent_172 / solvent_350 / solvent_618,0.70 / 0.15 / 0.15,0.044345950 / 1.138500650 / -0.109616500
solvent_205 / solvent_654 / solvent_725,0.70 / 0.15 / 0.15,-0.068040400 / 0.183604970 / -2.333722200
solvent_83 / solvent_309 / solvent_471,0.70 / 0.15 / 0.15,0.062374780 / 0.014342990 / 0.319787920
solvent_335 / solvent_474 / solvent_530,0.70 / 0.15 / 0.15,0.043337210 / 0.038812600 / 0.866750610
solvent_40 / solvent_172 / solvent_191,0.70 / 0.15 / 0.15,-0.075833330 / 1.048587540 / -3.235756730
solvent_152 / solvent_449 / solvent_521,0.70 / 0.15 / 0.15,0.036724570 / 0.042718640 / 0.083977970
solvent_245 / solvent_580 / solvent_637,0.70 / 0.15 / 0.15,0.090946880 / 0.759283380 / -0.823201160
solvent_389 / solvent_741 / solvent_742,0.70 / 0.15 / 0.15,0.007542480 / 0.130737730 / 0.065863500
solvent_190 / solvent_329 / solvent_837,0.70 / 0.15 / 0.15,0.117945790 / 0.705331040 / 0.561146350
solvent_213 / solvent_662 / solvent_826,0.70 / 0.15 / 0.15,0.050877930 / 0.170779590 / 0.363756350
solvent_159 / solvent_411 / solvent_540,0.70 / 0.15 / 0.15,0.015346860 / 0.593227520 / -1.033842580
solvent_297 / solvent_349 / solvent_642,0.70 / 0.15 / 0.15,0.006382770 / -0.032577450 / -0.054920940
solvent_162 / solvent_367 / solvent_598,0.70 / 0.15 / 0.15,-0.018183160 / -0.450777180 / 0.044087860
solvent_195 / solvent_213 / solvent_777,0.70 / 0.15 / 0.15,0.027672690 / 0.272445360 / -0.111574140
solvent_540 / solvent_556 / solvent_631,0.70 / 0.15 / 0.15,-0.194419260 / -0.496543110 / -10.954879340
solvent_86 / solvent_214 / solvent_674,0.70 / 0.15 / 0.15,0.007150280 / -0.019749710 / 0.139470380
solvent_81 / solvent_323 / solvent_635,0.70 / 0.15 / 0.15,0.232876970 / 0.329559780 / 1.584413430
solvent_25 / solvent_183 / solvent_584,0.70 / 0.15 / 0.15,0.079065790 / 0.797589270 / 0.111749490
solvent_24 / solvent_574 / solvent_579,0.70 / 0.15 / 0.15,0.081825850 / 0.158358810 / 0.759776680
solvent_186 / solvent_319 / solvent_590,0.70 / 0.15 / 0.15,0.014028180 / 0.295557800 / 0.043345840
solvent_45 / solvent_109 / solvent_415,0.70 / 0.15 / 0.15,0.007988210 / 0.073455570 / -0.042407660
solvent_47 / solvent_540 / solvent_773,0.70 / 0.15 / 0.15,-0.032886380 / -0.766935450 / -1.805837570
solvent_261 / solvent_457 / solvent_789,0.70 / 0.15 / 0.15,0.084279260 / 0.953924670 / 0.751603510
solvent_39 / solvent_469 / solvent_506,0.70 / 0.15 / 0.15,0.041460110 / 0.256897280 / 0.203043970
solvent_483 / solvent_814 / solvent_831,0.70 / 0.15 / 0.15,-0.008957040 / -0.094016370 / 0.218682160
solvent_137 / solvent_539 / solvent_619,0.70 / 0.15 / 0.15,0.021324730 / 1.815924880 / 0.010107800
solvent_137 / solvent_640 / solvent_819,0.70 / 0.15 / 0.15,0.009919090 / -0.053186880 / -0.128578680
solvent_541 / solvent_668 / solvent_796,0.70 / 0.15 / 0.15,-0.095244730 / 0.611685300 / -0.150388600
solvent_189 / solvent_317 / solvent_447,0.70 / 0.15 / 0.15,0.114331000 / 0.491727130 / 1.485101120
solvent_319 / solvent_333 / solvent_351,0.70 / 0.15 / 0.15,0.000084070 / -0.349409050 / 0.488961510
solvent_7 / solvent_116 / solvent_811,0.70 / 0.15 / 0.15,-0.030295640 / 0.177459600 / -1.369887690
solvent_278 / solvent_391 / solvent_694,0.70 / 0.15 / 0.15,-0.069850120 / -0.600192590 / -0.037384860
solvent_87 / solvent_304 / solvent_668,0.70 / 0.15 / 0.15,-0.003635720 / 0.286552130 / -0.407079170
solvent_169 / solvent_515 / solvent_791,0.70 / 0.15 / 0.15,0.121437200 / 2.314225300 / 0.052270080
solvent_83 / solvent_135 / solvent_473,0.70 / 0.15 / 0.15,0.020210120 / 0.016133210 / 0.122039980
solvent_110 / solvent_238 / solvent_611,0.70 / 0.15 / 0.15,-0.000562670 / -0.043552380 / -0.096516990
solvent_46 / solvent_482 / solvent_567,0.70 / 0.15 / 0.15,0.301703290 / 2.690271540 / 0.013058740
solvent_118 / solvent_254 / solvent_651,0.70 / 0.15 / 0.15,-0.018326300 / -0.041297840 / -0.203572740
solvent_7 / solvent_251 / solvent_568,0.70 / 0.15 / 0.15,-0.035726140 / -0.569647280 / -0.113934990
solvent_251 / solvent_269 / solvent_707,0.70 / 0.15 / 0.15,0.174563270 / 0.192354710 / 3.416241950
solvent_103 / solvent_443 / solvent_559,0.70 / 0.15 / 0.15,-0.031154090 / 0.200755320 / -0.359371240
solvent_115 / solvent_368 / solvent_383,0.70 / 0.15 / 0.15,0.026839460 / 0.550490920 / -0.821138250
solvent_91 / solvent_517 / solvent_671,0.70 / 0.15 / 0.15,-0.015728850 / 0.244290530 / 0.037921640
solvent_340 / solvent_656 / solvent_705,0.70 / 0.15 / 0.15,0.052568000 / 0.272750280 / 0.443863380
solvent_71 / solvent_75 / solvent_498,0.70 / 0.15 / 0.15,0.086833150 / 0.429872200 / 1.020973240
solvent_540 / solvent_700 / solvent_705,0.70 / 0.15 / 0.15,0.169831960 / 0.294339820 / 0.938291010
solvent_301 / solvent_539 / solvent_638,0.70 / 0.15 / 0.15,-0.002391020 / 2.293404190 / -0.091730130
solvent_91 / solvent_536 / solvent_783,0.70 / 0.15 / 0.15,-0.042499940 / -0.191286320 / -0.409546100
solvent_257 / solvent_540 / solvent_737,0.70 / 0.15 / 0.15,0.216781230 / -1.077788510 / -0.030439510
solvent_254 / solvent_379 / solvent_583,0.70 / 0.15 / 0.15,0.017536140 / 0.197974300 / 0.053522150
solvent_70 / solvent_393 / solvent_397,0.70 / 0.15 / 0.15,0.088572900 / 0.590498490 / -0.042114650
solvent_564 / solvent_751 / solvent_829,0.70 / 0.15 / 0.15,-0.072293040 / -2.205185500 / 0.122111610
solvent_118 / solvent_230 / solvent_800,0.70 / 0.15 / 0.15,-0.027134450 / 0.284521570 / -0.227950000
solvent_256 / solvent_817 / solvent_821,0.70 / 0.15 / 0.15,-0.007231750 / -0.059469570 / -0.034391870
solvent_570 / solvent_626 / solvent_689,0.70 / 0.15 / 0.15,0.003598060 / 0.046612840 / 0.170225640
solvent_25 / solvent_446 / solvent_752,0.70 / 0.15 / 0.15,0.171505430 / 0.342432870 / -0.095773300
solvent_56 / solvent_113 / solvent_446,0.70 / 0.15 / 0.15,0.091668700 / -0.043664570 / 1.376502920
solvent_669 / solvent_731 / solvent_753,0.70 / 0.15 / 0.15,0.049451890 / 1.622515700 / 0.052011040
solvent_2 / solvent_590 / solvent_597,0.70 / 0.15 / 0.15,0.057730780 / 0.268349530 / 0.552448270
solvent_3 / solvent_197 / solvent_446,0.70 / 0.15 / 0.15,0.095154620 / 0.208181470 / 1.030195120
solvent_24 / solvent_457 / solvent_703,0.70 / 0.15 / 0.15,0.151750890 / 0.033313360 / 2.390205710
solvent_81 / solvent_463 / solvent_767,0.70 / 0.15 / 0.15,0.049515360 / 0.490211470 / 0.200166490
solvent_246 / solvent_372 / solvent_450,0.70 / 0.15 / 0.15,0.171061010 / 1.454242000 / 0.421459650
solvent_4 / solvent_75 / solvent_110,0.70 / 0.15 / 0.15,-0.041553450 / 0.526986520 / -0.430439290
solvent_105 / solvent_461 / solvent_842,0.70 / 0.15 / 0.15,0.000121350 / -0.410623020 / 1.326826500
solvent_306 / solvent_408 / solvent_829,0.70 / 0.15 / 0.15,0.045225020 / 0.261824180 / 0.202469380
solvent_300 / solvent_552 / solvent_647,0.70 / 0.15 / 0.15,0.034791560 / 0.261360140 / 0.077100960
solvent_57 / solvent_442 / solvent_499,0.70 / 0.15 / 0.15,0.080199250 / 0.155096240 / 0.886039010
solvent_145 / solvent_215 / solvent_554,0.70 / 0.15 / 0.15,0.035324140 / 0.933831760 / 0.186352010
solvent_642 / solvent_759 / solvent_760,0.70 / 0.15 / 0.15,-0.047754570 / -0.396223200 / -0.145237710
solvent_178 / solvent_457 / solvent_637,0.70 / 0.15 / 0.15,0.091638520 / 0.740939790 / -0.515912380
solvent_378 / solvent_585 / solvent_842,0.70 / 0.15 / 0.15,0.017369630 / -0.066794270 / 1.548483660
solvent_454 / solvent_531 / solvent_667,0.70 / 0.15 / 0.15,0.032987260 / 0.928087660 / 0.178950050
solvent_2 / solvent_749 / solvent_760,0.70 / 0.15 / 0.15,0.234413210 / 0.337035110 / 0.254648070
solvent_166 / solvent_312 / solvent_639,0.70 / 0.15 / 0.15,0.147698540 / -0.593332170 / -1.451203960
solvent_177 / solvent_425 / solvent_837,0.70 / 0.15 / 0.15,-0.014639050 / 0.261732440 / 0.229655020
solvent_192 / solvent_612 / solvent_638,0.70 / 0.15 / 0.15,-0.043157680 / -0.058206210 / -0.252696360
solvent_555 / solvent_735 / solvent_738,0.70 / 0.15 / 0.15,0.009178810 / 0.221648240 / 0.098947530
solvent_47 / solvent_89 / solvent_771,0.70 / 0.15 / 0.15,-0.246844450 / 0.215792460 / -3.025591050
solvent_267 / solvent_547 / solvent_759,0.70 / 0.15 / 0.15,-0.013580660 / -0.092703360 / -0.345419730
solvent_176 / solvent_493 / solvent_563,0.70 / 0.15 / 0.15,0.045115000 / 0.529179160 / 0.093732230
solvent_68 / solvent_521 / solvent_755,0.70 / 0.15 / 0.15,0.100780980 / 0.853595640 / 0.332107490
solvent_165 / solvent_177 / solvent_495,0.70 / 0.15 / 0.15,0.009994650 / 0.419227540 / -0.425880740
solvent_448 / solvent_593 / solvent_747,0.70 / 0.15 / 0.15,-0.015463320 / -0.172075790 / -0.112562370
solvent_2 / solvent_269 / solvent_510,0.70 / 0.15 / 0.15,0.035666070 / 0.086046200 / 0.133665710
solvent_269 / solvent_583 / solvent_841,0.70 / 0.15 / 0.15,-0.003968550 / -0.009239100 / -0.053201580
solvent_131 / solvent_132 / solvent_258,0.70 / 0.15 / 0.15,0.015412720 / -0.689492280 / 0.335475980
solvent_235 / solvent_279 / solvent_814,0.70 / 0.15 / 0.15,0.068372160 / 0.797022300 / 0.038126570
solvent_47 / solvent_191 / solvent_743,0.70 / 0.15 / 0.15,-0.072346200 / -1.609751440 / -0.283520140
solvent_631 / solvent_645 / solvent_689,0.70 / 0.15 / 0.15,0.011123780 / 0.182322860 / -0.066317610
solvent_20 / solvent_185 / solvent_397,0.70 / 0.15 / 0.15,0.067550560 / 0.204353640 / 0.102138830
solvent_5 / solvent_825 / solvent_843,0.70 / 0.15 / 0.15,-0.087787000 / -0.074558710 / -0.969405330
solvent_102 / solvent_217 / solvent_519,0.70 / 0.15 / 0.15,0.128287370 / 1.299473980 / 0.100639530
solvent_99 / solvent_432 / solvent_716,0.70 / 0.15 / 0.15,0.107432950 / -0.124754310 / 1.236412270
solvent_112 / solvent_203 / solvent_425,0.70 / 0.15 / 0.15,0.019051470 / -0.020082550 / 0.412722730
solvent_258 / solvent_657 / solvent_779,0.70 / 0.15 / 0.15,-0.007681880 / -0.309215300 / 0.240458440
solvent_226 / solvent_428 / solvent_740,0.70 / 0.15 / 0.15,0.029280960 / 0.289303950 / 0.516055240
solvent_251 / solvent_499 / solvent_510,0.70 / 0.15 / 0.15,0.035290810 / 0.528093720 / 0.390674800
solvent_75 / solvent_268 / solvent_779,0.70 / 0.15 / 0.15,0.053541480 / 0.500095630 / 0.221962420
solvent_11 / solvent_444 / solvent_480,0.70 / 0.15 / 0.15,0.013171610 / 0.227051870 / -0.003650630
solvent_109 / solvent_450 / solvent_833,0.70 / 0.15 / 0.15,0.030855960 / 0.136613050 / 0.445092650
solvent_333 / solvent_341 / solvent_692,0.70 / 0.15 / 0.15,0.052994000 / 0.108702940 / 0.224684440
solvent_265 / solvent_576 / solvent_729,0.70 / 0.15 / 0.15,0.022998200 / -0.051063280 / 0.646049660
solvent_297 / solvent_385 / solvent_477,0.70 / 0.15 / 0.15,0.006455340 / -0.089586150 / 0.747140460
solvent_22 / solvent_391 / solvent_422,0.70 / 0.15 / 0.15,0.005247110 / 0.026562770 / -0.089113640
solvent_85 / solvent_334 / solvent_496,0.70 / 0.15 / 0.15,0.020651330 / 0.102937950 / 0.009010400
solvent_304 / solvent_498 / solvent_646,0.70 / 0.15 / 0.15,0.238344020 / 0.713419540 / 0.165553160
solvent_597 / solvent_707 / solvent_735,0.70 / 0.15 / 0.15,0.491353980 / 4.639084760 / 0.902775120
solvent_361 / solvent_536 / solvent_806,0.70 / 0.15 / 0.15,-0.121612860 / -0.564643400 / -0.414908690
solvent_309 / solvent_348 / solvent_669,0.70 / 0.15 / 0.15,-0.064147680 / -0.087387220 / -0.270030040
solvent_197 / solvent_322 / solvent_358,0.70 / 0.15 / 0.15,-0.001912710 / 0.031091620 / -0.173574210
solvent_14 / solvent_235 / solvent_480,0.70 / 0.15 / 0.15,0.143076750 / 1.151495880 / 0.229368440
solvent_166 / solvent_333 / solvent_819,0.70 / 0.15 / 0.15,-0.002553570 / 0.093968250 / -0.078748440
solvent_297 / solvent_399 / solvent_560,0.70 / 0.15 / 0.15,0.016760710 / 0.033641180 / 0.041563750
solvent_341 / solvent_443 / solvent_648,0.70 / 0.15 / 0.15,0.101088680 / 0.820223330 / 0.112496600
solvent_386 / solvent_417 / solvent_678,0.70 / 0.15 / 0.15,0.047088460 / -0.241783860 / 0.389952770
solvent_406 / solvent_430 / solvent_732,0.70 / 0.15 / 0.15,-0.082608910 / -0.096107700 / -0.502786550
solvent_294 / solvent_582 / solvent_674,0.70 / 0.15 / 0.15,-0.010352860 / -0.015042610 / -0.248581130
solvent_162 / solvent_668 / solvent_759,0.70 / 0.15 / 0.15,0.046187700 / 0.656348800 / -0.087898420
solvent_451 / solvent_634 / solvent_761,0.70 / 0.15 / 0.15,0.031803420 / -0.059799240 / 0.542665020
solvent_71 / solvent_138 / solvent_677,0.70 / 0.15 / 0.15,0.001998430 / 0.766741120 / 0.586581990
solvent_428 / solvent_728 / solvent_778,0.70 / 0.15 / 0.15,-0.022649090 / -0.211372180 / -0.511273060
solvent_589 / solvent_676 / solvent_714,0.70 / 0.15 / 0.15,-0.007903060 / -0.028839250 / 0.195502580
solvent_124 / solvent_473 / solvent_721,0.70 / 0.15 / 0.15,0.141555430 / 0.158513530 / 1.388021850
solvent_112 / solvent_494 / solvent_701,0.70 / 0.15 / 0.15,0.091269270 / 0.951059690 / 0.076147370
solvent_77 / solvent_442 / solvent_637,0.70 / 0.15 / 0.15,0.098281130 / 0.423261960 / 0.224683150
solvent_36 / solvent_329 / solvent_587,0.70 / 0.15 / 0.15,-0.056079330 / 0.263148460 / -1.132312660
solvent_41 / solvent_260 / solvent_378,0.70 / 0.15 / 0.15,0.023544050 / 0.295098330 / 0.054598280
solvent_256 / solvent_474 / solvent_577,0.70 / 0.15 / 0.15,0.066632810 / 0.036956380 / 1.055133740
solvent_263 / solvent_358 / solvent_622,0.70 / 0.15 / 0.15,-0.140156610 / -0.465201800 / -0.774570940
